building_id,id,geom
7034242,building_7034242,POINT(-0.495079927711249 44.86853962505657)
7646069,building_7646069,POINT(-0.475204062820203 44.87123061932427)
8098471,building_8098471,POINT(-0.472039767717525 44.86730520109729)
8144489,building_8144489,POINT(-0.476052194457068 44.86797010029278)
8178668,building_8178668,POINT(-0.471808405206575 44.86986546459511)
8184723,building_8184723,POINT(-0.473644794458133 44.86554980029234)
8414192,building_8414192,POINT(-0.47286639445844 44.86519460029227)
8451539,building_8451539,POINT(-0.480346006571109 44.86177842934709)
8573952,building_8573952,POINT(-0.47737799445678 44.86582300029258)
8574183,building_8574183,POINT(-0.476813695987184 44.865453249994864)
8579824,building_8579824,POINT(-0.475444585767958 44.86489850805432)
9365928,building_9365928,POINT(-0.481841594456282 44.85311320029122)
9366774,building_9366774,POINT(-0.481909294456251 44.85319920029125)
9368327,building_9368327,POINT(-0.484632994455188 44.85428400029151)
9531583,building_9531583,POINT(-0.484960994455035 44.85468500029157)
9658614,building_9658614,POINT(-0.480851017725418 44.84957488175978)
9658915,building_9658915,POINT(-0.481217796391322 44.84959745618627)
9858595,building_9858595,POINT(-0.492402594453003 44.847481900291065)
9862164,building_9862164,POINT(-0.491626694453587 44.843925500290545)
9868516,building_9868516,POINT(-0.497253994451228 44.848022000291394)
9972217,building_9972217,POINT(-0.498152994450933 44.8477324002914)
9973748,building_9973748,POINT(-0.497090238960507 44.846423949024356)
9974305,building_9974305,POINT(-0.498481594450906 44.8466699002913)
9974717,building_9974717,POINT(-0.49902899445071 44.84668400029131)
9975053,building_9975053,POINT(-0.496914505577631 44.8458742625122)
10059123,building_10059123,POINT(-0.500799994449486 44.85356900029229)
10059859,building_10059859,POINT(-0.50148371829351 44.85166937602133)
10060229,building_10060229,POINT(-0.501183945460033 44.853675609953314)
10060924,building_10060924,POINT(-0.50240232056977 44.853760513011906)
10145256,building_10145256,POINT(-0.49590267250963 44.856550929365824)
10146439,building_10146439,POINT(-0.494724406274448 44.85530038712814)
10444989,building_10444989,POINT(-0.494797194451227 44.85821090029256)
10445505,building_10445505,POINT(-0.498731194449853 44.85787150029272)
10445954,building_10445954,POINT(-0.497420994450378 44.85720900029257)
10448790,building_10448790,POINT(-0.501104994449063 44.85720320029276)
10479463,building_10479463,POINT(-0.485813485860354 44.85651188332397)
10481442,building_10481442,POINT(-0.485568771243586 44.85943431583423)
10482429,building_10482429,POINT(-0.491414994452338 44.85929850029251)
10484658,building_10484658,POINT(-0.491549552747409 44.86037046371868)
10484995,building_10484995,POINT(-0.490680294452031 44.86590610029331)
10557583,building_10557583,POINT(-0.485744194453824 44.865527500292984)
10684403,building_10684403,POINT(-0.499255294449066 44.86485770029362)
10684563,building_10684563,POINT(-0.499340261115676 44.86516123362703)
10685550,building_10685550,POINT(-0.498970322040058 44.866428788001166)
10747201,building_10747201,POINT(-0.500115039270267 44.871376089798794)
10747437,building_10747437,POINT(-0.502665603577888 44.86965924500944)
10790048,building_10790048,POINT(-0.497990443273517 44.87043937875192)
16360212,building_16360212,POINT(-0.503338946983968 44.85289839611234)
21292808,building_21292808,POINT(-0.477714892840452 44.867645466430325)
21292810,building_21292810,POINT(-0.477584894456545 44.86769740029284)
21292811,building_21292811,POINT(-0.481542194455245 44.866406300292866)
23299722,building_23299722,POINT(-0.47720899445665 44.868021000292835)
23299726,building_23299726,POINT(-0.473174194457887 44.87035240029294)
23299729,building_23299729,POINT(-0.482091574687128 44.8620715140323)
23299731,building_23299731,POINT(-0.483644994455192 44.85832300029196)
23299734,building_23299734,POINT(-0.484286491150503 44.852397078308385)
23299750,building_23299750,POINT(-0.492855339342 44.84766975211382)
23299762,building_23299762,POINT(-0.493001470431056 44.859385249306726)
23299764,building_23299764,POINT(-0.493104694451735 44.8593195002926)
23299772,building_23299772,POINT(-0.503288311432342 44.87177794041913)
23829749,building_23829749,POINT(-0.472000494458363 44.86968240029276)
23852862,building_23852862,POINT(-0.498895639750068 44.852765855298664)
23854228,building_23854228,POINT(-0.497682494450722 44.85212390029195)
23854333,building_23854333,POINT(-0.49826199445026 44.85509300029234)
23854334,building_23854334,POINT(-0.497739197668311 44.85534434881413)
23854335,building_23854335,POINT(-0.49598689445144 44.85080740029168)
23854336,building_23854336,POINT(-0.496926078513219 44.85516812427038)
23854337,building_23854337,POINT(-0.496345553135345 44.8554352905262)
26058486,building_26058486,POINT(-0.484986194453992 44.866711200293075)
26058490,building_26058490,POINT(-0.475359605439651 44.86865421317397)
26058491,building_26058491,POINT(-0.473317288889736 44.86287216576428)
26058494,building_26058494,POINT(-0.487683494453556 44.860599300292456)
26058498,building_26058498,POINT(-0.495937994451128 44.85462200029217)
