id,geom
building_500506,POINT(4.77332460383059 45.031024500082346)
building_500524,POINT(4.540243581665943 44.827091466734224)
building_500762,POINT(4.227134968663764 44.43570381767915)
building_501379,POINT(4.32750462688978 44.64554055790079)
building_503521,POINT(4.379523503955455 45.104254200104336)
building_503863,POINT(4.599920003842462 44.40213800001508)
building_507572,POINT(4.447550201881822 44.95971480206899)
building_508771,POINT(3.914314468196803 44.59771029659975)
building_510747,POINT(3.895249079072863 44.62853561506742)
building_516583,POINT(4.358945903917277 44.429348500026684)
building_599772,POINT(4.337669108627664 44.46117629177864)
building_601637,POINT(4.770897003808726 44.67906000004243)
building_601649,POINT(4.383388824652109 44.48750954571921)
building_601868,POINT(4.408904203908923 44.53351100003761)
building_606661,POINT(4.025404004037294 44.69727600007086)
building_607994,POINT(3.894971004073152 44.631577433401134)
building_609641,POINT(4.477496821275891 44.394687612578174)
building_610548,POINT(4.270614755972091 44.6238995267511)
building_612002,POINT(4.488415969179906 44.56780653772746)
building_613079,POINT(4.570865453845228 44.309590833338)
building_616478,POINT(4.271925736472514 44.62305250288336)
building_618942,POINT(4.366021981987282 44.54298455834896)
building_622343,POINT(3.906218326289252 44.59256652228493)
building_623145,POINT(4.275048003953026 44.5832980000483)
building_632056,POINT(3.9335630040591 44.60023300006266)
building_704000,POINT(4.571155003844903 44.30594790000418)
building_710470,POINT(4.742724003855107 45.267424000108925)
building_712974,POINT(4.65367630383637 44.55892598574653)
building_713876,POINT(4.273689002208589 44.55419133647173)
building_714517,POINT(4.483724114837807 44.50012910352317)
building_719945,POINT(4.798345103839417 45.286363400108925)
building_721223,POINT(4.652957003852826 44.81005400006165)
building_725229,POINT(4.334007403939022 44.64392640005345)
building_729646,POINT(4.277887503951082 44.56700760004628)
building_729970,POINT(4.324506103936518 44.56205224004402)
building_731274,POINT(4.428677203906883 44.594105177822)
building_731484,POINT(4.277954403951043 44.56675760004623)
building_731583,POINT(4.70388800384737 44.9646410000774)
building_829701,POINT(4.112719603991256 44.411154400033105)
building_830483,POINT(4.349129520234377 44.644660228966565)
building_839968,POINT(4.326768703941241 44.644068900053725)
building_841429,POINT(4.629998325259122 44.96838718031199)
building_844503,POINT(4.350568303929893 44.58213810004551)
building_852083,POINT(4.569644090282552 44.300380447413524)
building_854296,POINT(4.153952687308005 44.351857216690966)
building_885199,POINT(4.311622306010622 44.419302432771474)
building_885967,POINT(4.799379103836403 45.244342800104455)
building_886839,POINT(4.357985903917032 44.42118980002575)
building_888373,POINT(4.566693003886081 44.918650000077044)
building_889423,POINT(4.368116003912744 44.40286200002314)
building_890208,POINT(4.844437757759294 44.99738846979653)
building_894585,POINT(4.554575224586825 44.94787974350049)
building_895713,POINT(4.566384803846036 44.30121830000375)
building_897792,POINT(4.329708935045116 44.64362220722916)
building_898850,POINT(3.975021025484308 44.74004887150633)
building_898920,POINT(4.361139003920367 44.48644500003359)
building_900238,POINT(4.36077710392046 44.4861842000336)
building_903732,POINT(4.566995403845863 44.301408600003725)
building_908754,POINT(4.67515000383732 44.674103000045164)
building_912901,POINT(4.474367003903054 44.747973100060754)
building_970693,POINT(4.675132003859825 45.022293000084815)
building_970945,POINT(4.349893853179133 44.58333134146808)
building_979331,POINT(4.548431003876371 44.6842170000507)
building_979464,POINT(4.075793604005704 44.45778350004016)
building_985492,POINT(4.43229800388723 44.31099000000952)
building_986359,POINT(4.407099003906524 44.48858200003225)
building_987258,POINT(4.309879303930862 44.40885820002589)
building_991287,POINT(4.369771376212014 44.58656810896166)
building_1051395,POINT(4.415890577563807 44.60662768824009)
building_1053436,POINT(4.313553003946261 44.65895800005596)
building_1054938,POINT(4.346692595765421 44.46754061508924)
building_1056429,POINT(4.284965117083675 44.56198988412572)
building_1058463,POINT(4.663778255607835 45.1644407738432)
building_1059560,POINT(4.74344100384813 45.16260700009768)
building_1065060,POINT(4.544536003901461 45.051019000092566)
building_1069144,POINT(4.512229703876305 44.5146196000318)
building_1069419,POINT(4.371571903928419 44.65703830005371)
building_1071323,POINT(3.981959389178417 44.58727947843768)
building_1072530,POINT(4.562893303847178 44.30260460000403)
building_1072755,POINT(4.432022205430714 44.490026274715326)
building_1074361,POINT(4.799443903836227 45.2419429001042)
building_1133055,POINT(4.612807203832179 44.303467100002464)
building_1133335,POINT(4.660805203873378 45.1642408001008)
building_1133529,POINT(4.799369003836201 45.24121990010413)
building_1134125,POINT(4.326890003932974 44.5193630000388)
building_1134872,POINT(4.182325028997061 44.81815530007931)
building_1135486,POINT(4.287414375419314 44.580835703324006)
building_1137893,POINT(4.415356103911797 44.60718380004623)
building_1139469,POINT(4.35994345000427 44.49014031258232)
building_1139542,POINT(4.808644029318356 45.144222681475746)
building_1139801,POINT(4.632927503890878 45.30287040011653)
building_1144131,POINT(4.661534757002021 45.164248064073654)
building_1148098,POINT(4.592472303878229 44.91853300007611)
building_1153705,POINT(4.671710003838493 44.6761460000455)
building_1153892,POINT(4.696677003870148 45.283125000112186)
building_1154660,POINT(4.11352047970901 44.35170121455639)
building_1156705,POINT(4.111664003987676 44.352779000025905)
building_1214107,POINT(4.798563224148767 45.24017031835814)
building_1215177,POINT(4.289774743986091 44.55041262488812)
building_1218419,POINT(4.379728129803643 44.62900570376908)
building_1220020,POINT(4.541638003890824 44.8743750000729)
building_1220251,POINT(4.188836003994493 44.80969500007807)
building_1222306,POINT(4.806274003827817 45.14328300009341)
building_1224345,POINT(4.663731729895993 45.16151176039133)
building_1226023,POINT(4.505917103906806 44.95241580008299)
building_1227121,POINT(4.509683803880796 44.5716574000387)
building_1228363,POINT(4.427968026315791 44.59310970690991)
building_1228861,POINT(4.223588003963608 44.50558500004074)
building_1230822,POINT(4.798755203836332 45.24031470010407)
building_1231303,POINT(4.498399103872655 44.394375300017586)
building_1233166,POINT(4.78060070384223 45.24626450010537)
building_1235272,POINT(4.21997970396736 44.545482200045726)
