building_id,id,geom
6993095,building_6993095,POINT(-0.518266588482128 44.81809246787141)
7035122,building_7035122,POINT(-0.516262924462779 44.82018552565832)
7223399,building_7223399,POINT(-0.526439332905012 44.81724118490443)
7304898,building_7304898,POINT(-0.525964204444007 44.81300924028849)
7366341,building_7366341,POINT(-0.523605634204108 44.817524873432454)
7550899,building_7550899,POINT(-0.503861262018274 44.81414628431047)
7561101,building_7561101,POINT(-0.509797719449396 44.81736442528815)
7635822,building_7635822,POINT(-0.504199994451412 44.817121000287855)
7687882,building_7687882,POINT(-0.50305015894962 44.82154080690147)
7688513,building_7688513,POINT(-0.503806494451131 44.82200780028844)
7689754,building_7689754,POINT(-0.503188994451605 44.81907550028805)
7734164,building_7734164,POINT(-0.500474394452578 44.819006200287895)
7739089,building_7739089,POINT(-0.506343894450622 44.817420700288004)
7872232,building_7872232,POINT(-0.495243010792224 44.826072994433076)
7996902,building_7996902,POINT(-0.492302373789116 44.82483237252578)
8227116,building_8227116,POINT(-0.481386561261263 44.82160001738384)
8228306,building_8228306,POINT(-0.481878714458874 44.82282086028737)
8522621,building_8522621,POINT(-0.497477886344694 44.81399953099977)
8604884,building_8604884,POINT(-0.503229794452035 44.813892600287375)
9069587,building_9069587,POINT(-0.519178069447211 44.80391261695364)
9100823,building_9100823,POINT(-0.506419994451121 44.81131800028724)
9108580,building_9108580,POINT(-0.517461673395126 44.80467133712907)
9114196,building_9114196,POINT(-0.524621994444669 44.81089200028815)
19638167,building_19638167,POINT(-0.512263394448178 44.82129790028882)
19638314,building_19638314,POINT(-0.506355539375128 44.81710747932036)
19638329,building_19638329,POINT(-0.505415541925167 44.821960670856825)
19638447,building_19638447,POINT(-0.48853699445646 44.82331700028779)
19638570,building_19638570,POINT(-0.483151994458371 44.82339700028753)
19638595,building_19638595,POINT(-0.48710496211592 44.82403320741512)
19638815,building_19638815,POINT(-0.50347299445194 44.813999000287396)
19638927,building_19638927,POINT(-0.506307486117861 44.81092114195383)
19639049,building_19639049,POINT(-0.506979860822585 44.81084365504749)
26423756,building_26423756,POINT(-0.518746294446063 44.819029300288875)
28201005,building_28201005,POINT(-0.489844694455805 44.82552300028814)
47039100,building_47039100,POINT(-0.496303015877232 44.82930237740266)
47039101,building_47039101,POINT(-0.484210176344826 44.82292456288175)
47039104,building_47039104,POINT(-0.517458422635231 44.80409070770497)
51484206,building_51484206,POINT(-0.524866994444458 44.812322500288346)
51484256,building_51484256,POINT(-0.487206994457253 44.81958400028724)
53307550,building_53307550,POINT(-0.49329034420573 44.82657309481582)
