"building_id","building_polygon_wkt"
1867,"MULTIPOLYGON(((2.347040804889752 48.86761180047026,2.347005304889766 48.86760140047026,2.346997104889767 48.86758410047023,2.346972504889771 48.86753270047022,2.347169904889698 48.867490400470246,2.347216704889684 48.86748040047021,2.347217604889682 48.86748010047023,2.347255204889671 48.86749620047022,2.347277004889674 48.867636700470236,2.34706980488974 48.86757060047024,2.347040804889752 48.86761180047026)))"
1879,"MULTIPOLYGON(((2.347736304889432 48.86659960047018,2.347756804889434 48.86670610047018,2.347646004889476 48.866726100470196,2.347611904889484 48.86673220047018,2.347505304889524 48.86675040047019,2.347315704889592 48.866788700470195,2.34729550488959 48.86667920047017,2.347564704889494 48.86663160047018,2.347581104889488 48.86662890047018,2.347585504889488 48.86662760047019,2.347609104889477 48.86662340047019,2.347666204889457 48.86661300047017,2.347736304889432 48.86659960047018)))"
1880,"MULTIPOLYGON(((2.347646004889476 48.866726100470196,2.34767810488947 48.86681890047017,2.347697204889467 48.866877600470175,2.347707304889468 48.86690870047017,2.347733604889465 48.8669868004702,2.347736404889465 48.866995700470156,2.347666004889489 48.86700620047019,2.347649504889492 48.86695710047018,2.347355804889596 48.86700650047022,2.347315704889592 48.866788700470195,2.347505304889524 48.86675040047019,2.347611904889484 48.86673220047018,2.347646004889476 48.866726100470196)))"
1883,"MULTIPOLYGON(((2.335455304893704 48.867345500470805,2.335437904893707 48.867310300470784,2.335367504893721 48.86717210047078,2.335662704893614 48.8671032004708,2.335742404893598 48.86726010047079,2.335758504893595 48.867291800470774,2.335761004893596 48.86729760047076,2.335786304893592 48.8673475004708,2.33578910489359 48.86735280047077,2.33579810489359 48.867370000470785,2.335689604893629 48.86739100047076,2.335651304893641 48.86739800047079,2.335633204893647 48.86740150047079,2.335594404893662 48.8674097004708,2.335497304893698 48.86742890047079,2.335489904893697 48.8674130004708,2.335455304893704 48.867345500470805)))"
1887,"MULTIPOLYGON(((2.336457704893343 48.86712700047075,2.336432204893348 48.867079200470755,2.336411904893351 48.86704070047073,2.336349604893363 48.86691740047074,2.3365231048933 48.86687700047072,2.336530804893297 48.86687990047072,2.336596704893285 48.86700410047072,2.336640204893278 48.86708600047075,2.336457704893343 48.86712700047075)))"
1888,"MULTIPOLYGON(((2.336480004893339 48.86716880047076,2.336364104893381 48.86719690047076,2.336328704893393 48.86720570047075,2.336305404893397 48.86716180047073,2.336303804893398 48.86715890047074,2.3362984048934 48.86714890047074,2.336254004893408 48.86706660047074,2.336192904893419 48.86695360047076,2.336349604893363 48.86691740047074,2.336411904893351 48.86704070047073,2.336432204893348 48.867079200470755,2.336457704893343 48.86712700047075,2.336480004893339 48.86716880047076)))"
1889,"MULTIPOLYGON(((2.336192904893419 48.86695360047076,2.336254004893408 48.86706660047074,2.3362984048934 48.86714890047074,2.336303804893398 48.86715890047074,2.336305404893397 48.86716180047073,2.336328704893393 48.86720570047075,2.33619910489344 48.867236700470755,2.336180504893443 48.86719840047075,2.336173204893444 48.86718270047077,2.336166804893446 48.86716910047077,2.336149904893448 48.867136200470746,2.336130204893453 48.86709910047074,2.336069804893464 48.866982300470745,2.336192904893419 48.86695360047076)))"
1893,"MULTIPOLYGON(((2.33932050489229 48.86624320047058,2.33931090489229 48.86622570047057,2.339257904892309 48.866238200470555,2.33922870489232 48.86624510047058,2.339097104892368 48.86627640047058,2.339052104892386 48.866287100470565,2.338751304892494 48.86635860047059,2.339162604892413 48.86710960047062,2.339290704892366 48.86707810047059,2.339403604892328 48.86705230047061,2.339608404892251 48.8670058004706,2.339714404892214 48.86698150047059,2.33972830489221 48.86697820047058,2.339726304892209 48.86697470047057,2.339633704892227 48.86680910047056,2.339525404892248 48.86661770047056,2.33932050489229 48.86624320047058)))"
1896,"MULTIPOLYGON(((2.345561804890533 48.870916700470424,2.345477804890542 48.870690000470425,2.345435704890547 48.87057640047043,2.345425804890549 48.87054830047043,2.345480304890528 48.87053940047041,2.34553170489051 48.87053130047041,2.345637904890472 48.870512100470414,2.345827004890435 48.87083780047039,2.345796304890448 48.870877700470416,2.345724004890476 48.870889800470444,2.345561804890533 48.870916700470424)))"
1897,"MULTIPOLYGON(((2.345480304890528 48.87053940047041,2.34553170489051 48.87053130047041,2.345637904890472 48.870512100470414,2.34559690489048 48.870441100470416,2.34559720489048 48.87044040047041,2.345593704890482 48.87043420047041,2.345556004890493 48.87042090047044,2.345545504890496 48.870422900470416,2.345544604890497 48.87042340047043,2.345384404890554 48.870453000470405,2.345384104890554 48.87045250047043,2.345330404890574 48.87046240047045,2.345330604890575 48.87046280047043,2.345172604890631 48.87049160047044,2.345172304890629 48.870491100470446,2.345132304890645 48.87049840047042,2.345132704890644 48.87049920047043,2.34492360489072 48.870537400470454,2.344957504890714 48.87062510047046,2.344968204890714 48.87065380047045,2.345012304890707 48.870766000470454,2.345065604890701 48.87091100047046,2.345095704890698 48.87099450047046,2.345561804890533 48.870916700470424,2.345477804890542 48.870690000470425,2.345435704890547 48.87057640047043,2.345425804890549 48.87054830047043,2.345480304890528 48.87053940047041)))"
1898,"MULTIPOLYGON(((2.344957504890714 48.87062510047046,2.344649504890824 48.87067580047047,2.344662704890823 48.87070860047046,2.344789404890806 48.87104270047048,2.345041804890716 48.87100020047048,2.345043704890716 48.87100450047047,2.345096004890698 48.870995700470495,2.345095704890698 48.87099450047046,2.345065604890701 48.87091100047046,2.345012304890707 48.870766000470454,2.344968204890714 48.87065380047045,2.344957504890714 48.87062510047046)))"
1901,"MULTIPOLYGON(((2.344339404890947 48.87087770047049,2.344417804890918 48.870861900470494,2.344376404890923 48.87075770047049,2.34433270489093 48.8706458004705,2.343792404891124 48.87074480047052,2.343835604891119 48.87085770047052,2.343845804891117 48.87088440047053,2.343846004891118 48.87088690047052,2.343866304891114 48.87093990047051,2.343959404891101 48.871182700470506,2.34402070489108 48.871172400470506,2.344019804891081 48.87116970047054,2.344418704890938 48.87110420047049,2.344419904890939 48.87110740047049,2.344423204890937 48.87110690047051,2.34438960489094 48.8710087004705,2.344374704890942 48.87096900047052,2.344345804890947 48.87089380047051,2.344339404890947 48.87087770047049)))"
1902,"MULTIPOLYGON(((2.343767204891172 48.871215200470544,2.343689504891183 48.87102410047054,2.343737904891159 48.87093040047052,2.343748504891154 48.87092910047053,2.343742204891155 48.87090440047054,2.343817904891126 48.8708917004705,2.343846004891118 48.87088690047052,2.343866304891114 48.87093990047051,2.343959404891101 48.871182700470506,2.343767204891172 48.871215200470544)))"
1903,"MULTIPOLYGON(((2.343513804891228 48.870861400470574,2.343520804891226 48.87086040047054,2.343550304891216 48.87085520047053,2.343570904891213 48.870908100470544,2.343615004891197 48.870900000470556,2.343619104891198 48.87090840047054,2.343632804891195 48.87094790047053,2.343737404891158 48.87092830047054,2.343737904891159 48.87093040047052,2.343689504891183 48.87102410047054,2.343767204891172 48.871215200470544,2.343442904891286 48.871265600470544,2.343386104891295 48.87111530047056,2.343305304891322 48.87112890047055,2.343287304891326 48.871085600470565,2.34305150489141 48.87111790047057,2.342999104891413 48.87094520047055,2.343310704891302 48.87089420047055,2.3433177048913 48.87091080047055,2.343396004891272 48.87089830047056,2.343388004891273 48.87088150047054,2.343513804891228 48.870861400470574)))"
1904,"MULTIPOLYGON(((2.34305150489141 48.87111790047057,2.343287304891326 48.871085600470565,2.343305304891322 48.87112890047055,2.343386104891295 48.87111530047056,2.343442904891286 48.871265600470544,2.343259104891351 48.871297200470565,2.343112504891404 48.87131850047056,2.343064404891407 48.87115820047058,2.34305150489141 48.87111790047057)))"
1905,"MULTIPOLYGON(((2.346297704890268 48.87079360047039,2.346448404890215 48.87076570047041,2.346589104890165 48.87074360047038,2.346605804890159 48.870739800470375,2.346530304890172 48.87058860047038,2.346368604890231 48.870618500470385,2.346366704890231 48.87061640047038,2.34634230489024 48.870620600470396,2.346206904890288 48.87064240047039,2.346297704890268 48.87079360047039)))"
1906,"MULTIPOLYGON(((2.347119104889958 48.87043650047033,2.347146704889966 48.87065040047035,2.34702590489001 48.870669900470354,2.347026404890009 48.87067410047036,2.346925604890046 48.87069160047039,2.346924604890046 48.87068960047038,2.346784604890096 48.87071510047037,2.346713004890122 48.87072830047037,2.346603704890141 48.87051460047036,2.346605004890142 48.87051430047038,2.346982004890007 48.87045620047035,2.347119104889958 48.87043650047033)))"
1912,"MULTIPOLYGON(((2.347050004889881 48.86919720047031,2.347075604889871 48.8691922004703,2.347209904889824 48.86916850047028,2.347349404889773 48.86914480047029,2.347717504889642 48.869083300470265,2.347732304889648 48.86920190047025,2.347370404889776 48.86925720047031,2.347103604889871 48.86930010047031,2.347062504889886 48.869306100470304,2.347055904889884 48.86925630047032,2.347050004889881 48.86919720047031)))"
1913,"MULTIPOLYGON(((2.347380004889782 48.86937410047031,2.347144904889865 48.86940570047032,2.347103604889871 48.86930010047031,2.347370404889776 48.86925720047031,2.347732304889648 48.86920190047025,2.347747104889651 48.86931960047028,2.347689604889672 48.86932660047027,2.347409704889771 48.86936920047028,2.347380004889782 48.86937410047031)))"
1915,"MULTIPOLYGON(((2.347241004889857 48.86972280047031,2.347237004889852 48.869633900470305,2.346968404889946 48.86965620047032,2.346926404889949 48.869504100470316,2.34703250488991 48.869492600470295,2.347068204889897 48.869488500470304,2.347184604889856 48.86947580047031,2.347397704889781 48.869446500470296,2.347700704889676 48.86941850047029,2.347730804889686 48.86967430047031,2.347731204889686 48.86967670047028,2.347584204889738 48.869690800470295,2.347541404889753 48.8696956004703,2.34743470488979 48.86970440047029,2.34732250488983 48.869714800470284,2.347241004889857 48.86972280047031)))"
1919,"MULTIPOLYGON(((2.347267104889864 48.86991860047031,2.347264404889863 48.86988090047031,2.347587204889749 48.869850200470296,2.347656804889727 48.86984450047031,2.347805404889671 48.86983170047028,2.347813604889676 48.86989510047031,2.347542604889769 48.869908700470305,2.347475904889795 48.8699129004703,2.347269604889866 48.869924900470316,2.347267104889864 48.86991860047031)))"
1920,"MULTIPOLYGON(((2.347522404889805 48.870246400470315,2.347484504889794 48.869966900470324,2.347475904889795 48.8699129004703,2.347542604889769 48.869908700470305,2.34755100488977 48.8699629004703,2.347551804889771 48.8699658004703,2.347760804889697 48.869951900470284,2.347761104889698 48.86995410047029,2.34779120488971 48.87023050047029,2.347523604889804 48.870247200470324,2.347522404889805 48.870246400470315)))"
1921,"MULTIPOLYGON(((2.347093004889954 48.87026940047035,2.347522404889805 48.870246400470315,2.347523604889804 48.870247200470324,2.34779120488971 48.87023050047029,2.347798504889714 48.8702980004703,2.347812804889716 48.87039880047032,2.347808704889729 48.87052140047033,2.34777910488974 48.87054860047032,2.347247104889932 48.870634100470326,2.34719280488995 48.87064290047035,2.347146704889966 48.87065040047035,2.347119104889958 48.87043650047033,2.347104804889957 48.87034930047034,2.347093004889954 48.87026940047035)))"
1923,"MULTIPOLYGON(((2.347886904889628 48.86960960047028,2.34814130488954 48.86960610047025,2.348158704889544 48.869727300470274,2.348158704889544 48.86972970047026,2.347900904889632 48.86973220047028,2.347892004889628 48.869656300470275,2.347886904889628 48.86960960047028)))"
1926,"MULTIPOLYGON(((2.347779604889588 48.86869690047026,2.347772204889585 48.868632100470236,2.347758004889582 48.868513300470255,2.347764404889581 48.86851080047025,2.347969104889512 48.86855510047022,2.347916804889538 48.86865690047022,2.347955304889527 48.86867430047023,2.347968904889524 48.868683900470224,2.34792100488954 48.86868930047024,2.347779604889588 48.86869690047026)))"
1928,"MULTIPOLYGON(((2.348111104889489 48.86885890047023,2.348101104889498 48.868948300470244,2.348098704889501 48.868970600470234,2.348054404889517 48.868969700470245,2.347952004889552 48.868966500470236,2.347812904889598 48.86896390047025,2.347800904889594 48.86885620047024,2.347957204889543 48.86885720047022,2.348111104889489 48.86885890047023)))"
1937,"MULTIPOLYGON(((2.333384304894578 48.86933060047098,2.333377004894581 48.869325100470974,2.333367004894582 48.869313500470966,2.333336704894589 48.869278700470986,2.33333420489459 48.86927980047098,2.333290004894601 48.86923020047095,2.333338304894583 48.86920320047098,2.333407504894556 48.869165800470974,2.333497204894522 48.86911600047096,2.333304404894575 48.86895950047097,2.333238004894599 48.86896970047096,2.333127204894657 48.86922970047099,2.333084504894681 48.86933040047099,2.333173204894658 48.86942710047102,2.333367204894608 48.86963780047099,2.333538804894564 48.86982410047098,2.333720104894518 48.87002220047098,2.333872004894465 48.869993700470985,2.333942604894414 48.86967390047098,2.333979004894388 48.86950810047096,2.333979104894388 48.869507000470946,2.333975704894387 48.86950430047096,2.333896604894419 48.86953950047097,2.333824304894446 48.86956650047095,2.333685304894497 48.869616400470974,2.333647804894511 48.86963090047098,2.33357650489453 48.869552200470984,2.33357520489453 48.86954850047097,2.333472804894555 48.869429500470964,2.333429604894565 48.86938080047097,2.33341310489457 48.86935970047097,2.333395704894575 48.86933930047097,2.333391804894576 48.869341400471,2.333387904894576 48.869337600470956,2.333384304894578 48.86933060047098)))"
1938,"MULTIPOLYGON(((2.33418580489429 48.86917770047096,2.334296804894253 48.86918760047094,2.334318704894245 48.86919020047092,2.334341504894238 48.86918630047093,2.334452204894197 48.869166800470914,2.334496704894191 48.86927590047091,2.334436004894214 48.869287500470925,2.334176004894302 48.86928860047092,2.334161104894308 48.86928760047095,2.33418580489429 48.86917770047096)))"
1939,"MULTIPOLYGON(((2.334129304894331 48.86942860047094,2.334151204894322 48.86942880047093,2.334290104894275 48.86943830047093,2.334313204894268 48.869439300470944,2.334369604894246 48.86942940047091,2.334377204894244 48.86942880047093,2.334389604894245 48.869461100470936,2.334325304894266 48.869472800470945,2.334356304894262 48.86954150047093,2.334358104894261 48.86954780047095,2.334377204894258 48.86959190047094,2.334247904894304 48.869617200470934,2.334195204894324 48.86962620047095,2.334162804894334 48.869627400470954,2.33416960489433 48.869600900470964,2.334092704894355 48.86959270047094,2.334129304894331 48.86942860047094)))"
1941,"MULTIPOLYGON(((2.334066804894375 48.86970830047097,2.3340296048944 48.86987420047095,2.334029104894402 48.869876600470974,2.334028304894401 48.869880400470976,2.334215604894336 48.86986610047096,2.334216104894336 48.86985510047097,2.334446204894252 48.86981450047095,2.334411904894259 48.86973660047096,2.334392904894261 48.86969560047094,2.334322704894287 48.86970970047095,2.334238404894317 48.869724300470935,2.334216604894324 48.86972250047097,2.334066804894375 48.86970830047097)))"
1942,"MULTIPOLYGON(((2.334673104894161 48.86964220047093,2.334392904894261 48.86969560047094,2.334411904894259 48.86973660047096,2.334446204894252 48.86981450047095,2.334473904894248 48.86987940047095,2.334568604894214 48.86986140047094,2.334647404894186 48.86984640047093,2.334678004894175 48.86984060047093,2.334698504894166 48.86981510047093,2.334729504894152 48.86977480047092,2.334727004894153 48.86976630047093,2.334673104894161 48.86964220047093)))"
1946,"MULTIPOLYGON(((2.334851304894091 48.8695383004709,2.334774704894118 48.86953730047092,2.334775404894116 48.869539600470944,2.334852404894111 48.8697836004709,2.334891904894099 48.869800600470924,2.335363004893929 48.8697114004709,2.33529220489394 48.869540800470915,2.335301204893926 48.86941280047088,2.335305404893925 48.86941280047088,2.335306604893924 48.86940280047088,2.335073204894004 48.86940410047091,2.335069904894016 48.86953830047091,2.334851304894091 48.8695383004709)))"
1947,"MULTIPOLYGON(((2.338013404892981 48.86921040047075,2.337645904893112 48.86927970047078,2.337610704893116 48.86919520047075,2.337672304893096 48.869193500470786,2.337673404893096 48.86919170047077,2.337677804893082 48.86905770047074,2.337682804893069 48.86892300047076,2.337687004893068 48.868923000470744,2.337981204892968 48.86892180047074,2.337984604892967 48.86892180047073,2.337989404892977 48.86908400047074,2.337992304892983 48.86916280047076,2.338013404892981 48.86921040047075)))"
1948,"MULTIPOLYGON(((2.337610704893116 48.86919520047075,2.337645904893112 48.86927970047078,2.337322904893228 48.86934060047078,2.337260504893238 48.8691973004708,2.337610704893116 48.86919520047075)))"
1950,"MULTIPOLYGON(((2.337039504893312 48.86920210047077,2.33706530489332 48.869389800470806,2.336860404893393 48.86942900047081,2.336826304893404 48.86941330047082,2.336798904893395 48.8691968004708,2.336975004893334 48.869187700470775,2.33701430489332 48.86918500047081,2.337014404893322 48.869201500470815,2.337039504893312 48.86920210047077)))"
1953,"MULTIPOLYGON(((2.335427604893932 48.870012600470915,2.335429104893944 48.870149400470915,2.335604304893882 48.87015000047088,2.335603304893875 48.87004590047091,2.335603904893863 48.86991140047088,2.335579604893867 48.86985630047088,2.335404204893931 48.869889700470914,2.335427804893927 48.86994040047088,2.335427604893932 48.870012600470915)))"
1954,"MULTIPOLYGON(((2.337648704893162 48.869907900470785,2.337289804893288 48.86992720047079,2.337277504893284 48.8698415004708,2.337282604893272 48.86972240047081,2.337284604893266 48.86966090047079,2.337287704893256 48.86953700047078,2.337291104893254 48.869536700470796,2.337655904893128 48.86951800047079,2.337659004893127 48.8695180004708,2.33765490489314 48.869665600470775,2.337648704893162 48.869907900470785)))"
1960,"MULTIPOLYGON(((2.336707304893344 48.86820060047078,2.336670304893353 48.86812770047077,2.336611004893363 48.868004300470766,2.33702970489321 48.86791280047076,2.337035704893208 48.86791480047074,2.337195004893182 48.86823660047074,2.336979304893259 48.86828440047078,2.33691430489327 48.86815380047078,2.33686030489329 48.86816630047075,2.336840604893296 48.86817050047077,2.336812604893307 48.86817730047076,2.336754604893328 48.86818960047077,2.336707304893344 48.86820060047078)))"
1961,"MULTIPOLYGON(((2.342720204891289 48.86826730047047,2.342975304891197 48.868212100470465,2.343230304891106 48.86815690047047,2.343427004891035 48.868114200470444,2.343447704891025 48.86809990047045,2.343502004891003 48.86806270047043,2.343503404891003 48.86806170047042,2.343466404891014 48.86803800047042,2.343382504891043 48.86802950047044,2.343386404891038 48.86801200047042,2.34338340489104 48.868011800470455,2.343394004891032 48.867964500470435,2.34339670489103 48.867951100470435,2.34339860489103 48.86794330047045,2.343394004891031 48.867942800470445,2.343397104891027 48.867927800470426,2.343406704891022 48.867886000470435,2.343393204891026 48.86788560047044,2.343364304891036 48.86788080047043,2.343367404891034 48.86786410047043,2.343380904891023 48.8677854004704,2.343149404891099 48.867766500470424,2.342855004891201 48.86774250047046,2.342560404891298 48.86771860047047,2.342270104891396 48.86769500047047,2.342086904891458 48.867680100470494,2.342065804891474 48.867799200470515,2.342055404891483 48.86785920047049,2.342052104891485 48.86787670047048,2.342051404891485 48.867879200470504,2.342033404891502 48.8679794004705,2.34202140489151 48.868043500470506,2.342013004891517 48.86809150047049,2.342112104891483 48.86809800047051,2.342196604891454 48.86810380047051,2.34238490489139 48.86811630047048,2.342502804891351 48.86812420047047,2.342486104891366 48.8682336004705,2.342366904891407 48.86822420047049,2.342247304891447 48.86821480047049,2.342201104891462 48.86821120047051,2.342125404891488 48.8682076004705,2.342209004891474 48.86837800047049,2.34246860489138 48.86832170047051,2.342720204891289 48.86826730047047)))"
1962,"MULTIPOLYGON(((2.344412204890661 48.867698900470366,2.344412704890663 48.867703700470365,2.344436504890669 48.867894700470394,2.344175704890763 48.867951300470395,2.344137504890771 48.86787720047039,2.344162304890756 48.86779810047038,2.344176504890746 48.86775260047039,2.344192304890737 48.86770070047037,2.344195904890734 48.867690000470375,2.344412204890661 48.867698900470366)))"
1963,"MULTIPOLYGON(((2.344137504890771 48.86787720047039,2.344175704890763 48.867951300470395,2.343937404890849 48.86800310047042,2.34385330489088 48.86802140047042,2.343837504890887 48.86802490047042,2.343834304890886 48.86802550047041,2.343829004890889 48.868026200470425,2.34382370489089 48.868026400470406,2.343817604890893 48.8680260004704,2.343812404890893 48.8680249004704,2.343806404890896 48.86802300047042,2.343801704890899 48.86802070047044,2.343797504890899 48.8680181004704,2.3437946048909 48.868015500470406,2.3437922048909 48.868012800470424,2.3437914048909 48.868010700470414,2.3437903048909 48.86800700047041,2.343790104890902 48.86800520047042,2.3437902048909 48.868003200470405,2.343790604890902 48.86799930047041,2.343792204890898 48.867995700470416,2.343807204890892 48.86796220047042,2.343857804890864 48.867846400470384,2.344001104890816 48.86787100047038,2.344041804890804 48.867877800470424,2.34407820489079 48.8678775004704,2.344137504890771 48.86787720047039)))"
1966,"MULTIPOLYGON(((2.3468129048898 48.86722850047023,2.346884504889787 48.86736410047026,2.347199504889674 48.86729590047023,2.347215404889667 48.867275100470216,2.347207804889664 48.867219900470225,2.347207704889664 48.86721910047022,2.347096604889703 48.86721210047024,2.347063304889713 48.86720850047022,2.347026504889725 48.867204400470214,2.346942004889752 48.867194900470245,2.346882704889774 48.86718640047025,2.346871004889777 48.86718540047027,2.346826804889792 48.86718350047025,2.3468129048898 48.86722850047023)))"
1967,"MULTIPOLYGON(((2.346608804889887 48.867423600470275,2.346584604889891 48.867377500470255,2.346652504889857 48.86725340047025,2.346714504889837 48.86726640047024,2.346723404889834 48.86724290047026,2.346735104889826 48.867211300470245,2.34678130488981 48.86722180047024,2.3468129048898 48.86722850047023,2.346884504889787 48.86736410047026,2.34687480488979 48.86736620047023,2.346608804889887 48.867423600470275)))"
1968,"MULTIPOLYGON(((2.346158804890027 48.867263200470276,2.346182404890016 48.86722890047028,2.346209904890003 48.86719020047026,2.346234904889992 48.86715400047028,2.34627510488998 48.867165500470264,2.346275504889978 48.86716340047027,2.346327904889946 48.86696740047025,2.346609604889848 48.86697210047022,2.346678204889825 48.86697160047024,2.346662204889836 48.86703780047024,2.346637904889853 48.867138300470245,2.346635604889853 48.86714870047023,2.346597504889875 48.86724000047025,2.346652504889857 48.86725340047025,2.346584604889891 48.867377500470255,2.346608804889887 48.867423600470275,2.346337904889984 48.86748250047028,2.346270504890007 48.86747970047027,2.346153104890044 48.86744390047028,2.346258404889996 48.86729120047024,2.346158804890027 48.867263200470276)))"
1969,"MULTIPOLYGON(((2.34849030488917 48.866578200470116,2.348683804889103 48.86653740047011,2.348713104889092 48.866531500470124,2.348752404889084 48.86661600047012,2.348782404889079 48.86668020047011,2.348840104889072 48.86680400047013,2.348854404889069 48.86683170047012,2.348780704889095 48.86684660047015,2.348779204889095 48.86684350047014,2.348784104889092 48.86684250047011,2.348778204889094 48.86682990047011,2.348614504889153 48.86686170047014,2.348611304889154 48.86686220047014,2.34857760488916 48.866788600470144,2.34857130488916 48.86677210047014,2.34850750488917 48.86662130047013,2.34849030488917 48.866578200470116)))"
1972,"MULTIPOLYGON(((2.34767810488947 48.86681890047017,2.34792720488938 48.86676780047017,2.347953904889376 48.86682820047016,2.347990204889371 48.86691150047017,2.34800040488937 48.86693610047016,2.348026004889364 48.86698930047017,2.348033404889364 48.86699750047018,2.347760304889462 48.86705270047018,2.347753404889463 48.867044900470205,2.347736404889465 48.866995700470156,2.347733604889465 48.8669868004702,2.347707304889468 48.86690870047017,2.347697204889467 48.866877600470175,2.34767810488947 48.86681890047017)))"
1977,"MULTIPOLYGON(((2.349707604888742 48.86642470047008,2.349753204888734 48.86653080047007,2.349826804888709 48.86651770047006,2.349862004888705 48.86663450047007,2.349626204888791 48.866679300470096,2.3495739048888 48.86656350047007,2.349547004888803 48.86649970047008,2.349505104888817 48.86650660047007,2.349485804888822 48.8664672004701,2.349707604888742 48.86642470047008)))"
1978,"MULTIPOLYGON(((2.351739204888035 48.86631200046997,2.351666304888051 48.86617670046997,2.351634804888055 48.866117300469966,2.351807804887994 48.86606930046996,2.351910604887973 48.86625310046994,2.351892604887982 48.866277800469966,2.351739204888035 48.86631200046997)))"
1980,"MULTIPOLYGON(((2.343109904891175 48.86851590047047,2.343121804891162 48.86840430047046,2.343109904891164 48.86837160047046,2.342699704891311 48.86846040047047,2.342704904891312 48.86848850047048,2.343109904891175 48.86851590047047)))"
1981,"MULTIPOLYGON(((2.345351004890356 48.867908400470334,2.34531160489037 48.867890900470364,2.345056004890462 48.86794650047035,2.345136704890447 48.86810230047033,2.345146504890444 48.86812160047037,2.345233804890413 48.86810400047034,2.34525380489041 48.86814630047035,2.345260104890408 48.86815950047034,2.345277904890406 48.86819670047036,2.345281304890406 48.86819580047038,2.34543190489035 48.86816820047032,2.345431204890351 48.86816590047036,2.345402204890353 48.868075200470344,2.345351004890356 48.867908400470334)))"
1982,"MULTIPOLYGON(((2.344944104890517 48.868160300470365,2.344858304890532 48.86798970047037,2.345056004890462 48.86794650047035,2.345136704890447 48.86810230047033,2.345146504890444 48.86812160047037,2.345110504890458 48.86812870047037,2.344944104890517 48.868160300470365)))"
1987,"MULTIPOLYGON(((2.347038604889754 48.86761600047025,2.347040804889752 48.86761180047026,2.347005304889766 48.86760140047026,2.346997104889767 48.86758410047023,2.346972504889771 48.86753270047022,2.346713904889863 48.86758810047026,2.346711204889867 48.86761860047027,2.346976704889782 48.867696700470255,2.346980104889782 48.86769750047026,2.347006804889769 48.86766130047026,2.347038604889754 48.86761600047025)))"
1989,"MULTIPOLYGON(((2.350331404888574 48.86697940047005,2.349935604888715 48.867054100470085,2.349869204888741 48.86706660047007,2.349657704888815 48.86711150047009,2.349603204888825 48.86700110047011,2.349640604888809 48.86695650047008,2.351046604888301 48.86664980046999,2.351108204888282 48.86666900047002,2.351184804888268 48.866815400469996,2.351185904888267 48.86681770047002,2.35087170488838 48.86687970047002,2.350603504888476 48.86693120047005,2.350331404888574 48.86697940047005)))"
1990,"MULTIPOLYGON(((2.348926304889102 48.86755770047014,2.348922804889104 48.86755790047013,2.348594804889219 48.867592400470166,2.348557104889233 48.86759700047018,2.348540604889238 48.86759910047019,2.348529004889242 48.86760340047016,2.348515004889248 48.86760990047017,2.34851170488925 48.86761140047018,2.348502404889253 48.86761690047016,2.348494004889257 48.867623100470176,2.34848680488926 48.86762920047018,2.348482004889261 48.867635400470164,2.348480604889262 48.86763720047015,2.348477804889264 48.86764190047018,2.348475304889264 48.86764870047017,2.348424104889288 48.86773100047018,2.34837830488931 48.86780710047017,2.348316004889333 48.86782440047019,2.348196904889372 48.86779080047021,2.348193904889372 48.8677899004702,2.34819920488937 48.867781700470196,2.348230604889356 48.867729000470206,2.348209004889363 48.8677234004702,2.348215804889358 48.86769630047019,2.348219204889355 48.867682900470164,2.348270404889338 48.86767990047018,2.348361104889305 48.86766630047017,2.348353204889306 48.867649100470175,2.348334004889313 48.86765290047017,2.348175304889336 48.867274000470175,2.348249304889309 48.86725790047017,2.34824830488931 48.86725570047015,2.348353004889274 48.86723320047017,2.348353904889273 48.86723530047015,2.348571404889194 48.867188300470154,2.348570604889195 48.86718600047016,2.348598504889183 48.867180000470135,2.348599504889184 48.86718220047014,2.348648204889167 48.86717150047015,2.348647304889166 48.86716950047017,2.348675004889156 48.86716340047014,2.348676104889156 48.867165500470136,2.348751304889129 48.867149300470146,2.348926304889102 48.86755770047014)))"
1991,"MULTIPOLYGON(((2.348175304889336 48.867274000470175,2.348334004889313 48.86765290047017,2.348353204889306 48.867649100470175,2.348361104889305 48.86766630047017,2.348270404889338 48.86767990047018,2.348219204889355 48.867682900470164,2.348215804889358 48.86769630047019,2.348209004889363 48.8677234004702,2.34815520488938 48.86771080047019,2.348134104889387 48.867705600470195,2.348065204889399 48.86755750047018,2.348011404889407 48.86744640047019,2.347947004889419 48.86732280047018,2.348101004889365 48.86728980047018,2.348164104889341 48.86727630047019,2.348175304889336 48.867274000470175)))"
1992,"MULTIPOLYGON(((2.347709104889505 48.86737490047019,2.3477212048895 48.86737200047019,2.347780004889479 48.86735840047022,2.347947004889419 48.86732280047018,2.348011404889407 48.86744640047019,2.348065204889399 48.86755750047018,2.348134104889387 48.867705600470195,2.348080204889405 48.867692700470194,2.348040804889416 48.86768090047021,2.348023404889422 48.8676757004702,2.347903204889459 48.86763960047022,2.347882704889467 48.8676327004702,2.347833704889482 48.867619600470206,2.347815304889486 48.86758150047019,2.34779270488949 48.86753520047021,2.347709104889505 48.86737490047019)))"
