"id","polygon"
commune_33128,"MULTIPOLYGON(((-0.935901491910424 45.336017510082776,-0.938017881906604 45.33996671203154,-0.944987093135993 45.33496449255097,-0.966526392549228 45.349475599212916,-0.959405555760734 45.35464682587788,-0.954510137344625 45.362879139852545,-0.937270590657455 45.36078675313639,-0.937036962718361 45.36115379641985,-0.926702037286192 45.36024207869192,-0.923558982035672 45.361098806766734,-0.920389300790323 45.35961953538758,-0.918828491711954 45.35986442957463,-0.917514466064136 45.35863833767034,-0.913570346840379 45.35694347403063,-0.907805024194672 45.35556813372142,-0.905172540687925 45.35420763474143,-0.90617499775112 45.35335133467872,-0.899860223304534 45.35113380835021,-0.901014116156652 45.348151841299426,-0.897114250978011 45.34694263679379,-0.897440810359321 45.34596480732366,-0.895313250953961 45.34565213647924,-0.892013868234757 45.34817947862794,-0.89044803043683 45.34717913189387,-0.886074497505947 45.34595627173411,-0.884365582332999 45.345980452982914,-0.882860485499262 45.34753285008925,-0.880834612531188 45.34587308984378,-0.877709396731218 45.3452953788026,-0.877174523720468 45.34660941672321,-0.875022342837617 45.34693279602295,-0.870049693681549 45.345950043068186,-0.866537119551083 45.34724707337158,-0.86794781654815 45.3447903370872,-0.863202103527174 45.34276269316415,-0.865014157175156 45.341629999508896,-0.865494127218636 45.340129507428585,-0.862654521275818 45.33804229215282,-0.864039477544518 45.33539988050081,-0.86510767294987 45.33509973353856,-0.865632413301008 45.33395018946733,-0.869489729226572 45.33550899175125,-0.87105843422989 45.3336210132945,-0.873752158075773 45.33194017256249,-0.874811257300055 45.32939994608925,-0.878014801630619 45.328162012111825,-0.881754382294648 45.32803319608073,-0.886540447975598 45.326400198716726,-0.88673480861016 45.3257245063504,-0.888002082013222 45.32555244274328,-0.889427309863827 45.32447694226486,-0.901524421173402 45.321153539249295,-0.905283036719032 45.3239072949092,-0.903669248603206 45.32551518975436,-0.90624702958314 45.32653499168726,-0.90642429075514 45.3273852690497,-0.907435215328194 45.32722103597079,-0.907129146147257 45.32961541630172,-0.908839301855768 45.33072587475987,-0.907834537182925 45.3311243055747,-0.907569350360333 45.33215321952493,-0.909024082251619 45.332555870305946,-0.909920998296656 45.33520663052501,-0.912741255073868 45.33552183209428,-0.913236922029836 45.33624466716603,-0.913871582249855 45.336180992737276,-0.917316847581583 45.333915605030526,-0.918551354595848 45.3342023352236,-0.918574168128793 45.33381837576985,-0.920254485451525 45.33357468184138,-0.923210835196975 45.3342067047594,-0.923876221224805 45.3338903605075,-0.929543159647814 45.3353097312133,-0.930719868624445 45.33510250248604,-0.934098564234591 45.336606541572856,-0.935901491910424 45.336017510082776)))"
commune_33538,"MULTIPOLYGON(((-0.817017625066855 45.41147560449229,-0.863283885989532 45.391019546543085,-0.86622199617934 45.386977542531504,-0.869448588529492 45.384127224068344,-0.878530859188695 45.378151311688484,-0.886436112536177 45.376847594677926,-0.887622738101187 45.37781071195444,-0.888252838605793 45.37657715497097,-0.889642645203054 45.37631160248231,-0.89340496092215 45.37728340707957,-0.901065127594193 45.37719614442891,-0.91089459047765 45.37925132371098,-0.913356312309724 45.378130311488235,-0.916397376229375 45.37940605607002,-0.921961398706948 45.37843322388725,-0.920760692176576 45.37985557326269,-0.922552476362034 45.380990985258606,-0.930966967291349 45.383023699468616,-0.936530648848313 45.385477032519276,-0.930459514258478 45.391825498979486,-0.931748198447993 45.39273231571376,-0.93002843370906 45.393908829234,-0.931349437379525 45.39514539434328,-0.925545447259404 45.399283442065766,-0.924716796528136 45.39867597864288,-0.922901432287543 45.40058779425661,-0.922267875800964 45.40055048115465,-0.921133450558234 45.402610613495696,-0.921133287430332 45.4034427643029,-0.922038683454894 45.404085434154375,-0.920733287440846 45.405265308267786,-0.920199650687114 45.40550216601571,-0.919606391750869 45.40516590901523,-0.919973635705802 45.404874472886156,-0.918143565989356 45.40447690739115,-0.917041874703231 45.40558830286156,-0.915755149130539 45.40436479610337,-0.906349904345169 45.40690023396569,-0.903211476240578 45.408720798618226,-0.841062521402448 45.43508589130271,-0.817017625066855 45.41147560449229)))"
commune_33348,"MULTIPOLYGON(((-0.949568372207641 45.37127151326315,-0.959405555760734 45.35464682587788,-0.969861747912189 45.34708441418843,-0.973821917334978 45.34936369166008,-0.978709146956901 45.35045854974194,-0.98877790307096 45.34615107319854,-0.988277768325322 45.34564868206046,-0.989991317432789 45.34417298096136,-0.994147502044112 45.342940056075534,-0.997244358958371 45.34096944962275,-0.999194295574089 45.34102688595154,-1.000776262282046 45.34025174596193,-1.005809798723187 45.339297141337624,-1.005751160489556 45.337683566092046,-1.009260543026438 45.33766874150038,-1.010826069102857 45.335054762773694,-1.012232926115775 45.33488710071929,-1.013956373262943 45.33276419300238,-1.0143954613714 45.33314514298539,-1.017811598120802 45.331081321458356,-1.017005964720314 45.33042142799043,-1.018992410434253 45.32928977448886,-1.019399137522421 45.32968268699832,-1.020454600161176 45.32920025830994,-1.022018697189753 45.32776185300114,-1.023325554782154 45.328123280243894,-1.025025069731645 45.32668536763009,-1.024480386223152 45.32611711677829,-1.025683008361289 45.32468444836491,-1.026657159588015 45.324970353591745,-1.027605656847688 45.32377131346093,-1.026933435485515 45.3232067663606,-1.028435484754008 45.32167492396631,-1.031208077120965 45.322705641592876,-1.0309280703122 45.32365702207486,-1.035793021879211 45.32581495846476,-1.035844187716434 45.332513052775866,-1.039581709314444 45.34129699647085,-1.036927681542844 45.34572149378352,-1.03669097293648 45.347534183568186,-1.040880292193699 45.349142930598035,-1.036998281346718 45.355821648618,-1.036848733629297 45.35799004298703,-1.035552389759773 45.35947669505866,-1.036427248975782 45.36363680120287,-1.034872809076545 45.368126147234996,-1.028005546249406 45.37925518664336,-1.02559404649441 45.380846737611876,-1.023359306020024 45.38086937025145,-1.022892926846237 45.38276961676052,-1.018234834464532 45.38066752766336,-1.016541849546885 45.3879944185567,-1.009865609962999 45.387255466032826,-1.008951356363616 45.391309404048044,-0.997277452594324 45.38999296599584,-0.987494431612601 45.38664792639236,-0.986484105289419 45.38788573767656,-0.978088618229349 45.383944133862364,-0.976210701215557 45.385683301669,-0.966395772215175 45.38105376588584,-0.967305087271737 45.380421989484326,-0.962279616383041 45.377312785866174,-0.961088782251276 45.378123078780604,-0.949568372207641 45.37127151326315)))"
commune_33540,"MULTIPOLYGON(((-1.031208077120965 45.322705641592876,-1.032055748993759 45.320134326608425,-1.036522531456544 45.31444445821698,-1.040037311188059 45.30774471360865,-1.052880207147392 45.30041401125849,-1.054627812116991 45.30065809300003,-1.056944828316689 45.29933609489915,-1.061114691191198 45.296007340665135,-1.062220850594704 45.29390421724779,-1.064611502005536 45.295312213480955,-1.071207577027734 45.29369446443524,-1.07789173343638 45.2936680986835,-1.078030867929127 45.293160809538065,-1.080217758096568 45.2939096069869,-1.080345036699088 45.296866850690996,-1.081830083481947 45.29650877838287,-1.084681742838291 45.29703485715307,-1.088363111154674 45.2957064926662,-1.094791359325004 45.29443699635935,-1.096705900025403 45.29321633632478,-1.101475351812197 45.29194320968466,-1.10299394291743 45.290726143615316,-1.106855254904924 45.29025522250334,-1.124294338239216 45.290567917691185,-1.16332650060353 45.28514248220012,-1.161069253278437 45.302713001071155,-1.160986813775097 45.31518375385817,-1.160184437804462 45.32070942467163,-1.158450546101824 45.3566902157784,-1.159339902290525 45.37672358170489,-1.160173250667968 45.37674671471302,-1.15936865968548 45.37685145637555,-1.159554044882756 45.37920973029653,-1.160158173412829 45.379281056990294,-1.159536198034519 45.37933031977008,-1.159885602613401 45.3903613893989,-1.125879906197672 45.38246578010708,-1.115944722184297 45.38416237489281,-1.114308997074517 45.385608375684114,-1.112288364770279 45.38598647912463,-1.108261994817865 45.38597560603501,-1.106122315483307 45.38649231361261,-1.102569875117565 45.38588137410736,-1.097794316589511 45.38738893143284,-1.092884555797409 45.387963452448105,-1.093256123511149 45.389412366651534,-1.084163074303351 45.389570406606154,-1.079366918187816 45.389151063547985,-1.071870777977401 45.38649446809208,-1.056216823079932 45.38463727826296,-1.052681605367112 45.38295301091904,-1.043403155617008 45.38457423301938,-1.032200702926342 45.38513153286779,-1.027335922845463 45.379477635796704,-1.028005546249406 45.37925518664336,-1.034872809076545 45.368126147234996,-1.036427248975782 45.36363680120287,-1.035552389759773 45.35947669505866,-1.036848733629297 45.35799004298703,-1.036998281346718 45.355821648618,-1.040880292193699 45.349142930598035,-1.03669097293648 45.347534183568186,-1.036927681542844 45.34572149378352,-1.039581709314444 45.34129699647085,-1.035844187716434 45.332513052775866,-1.035793021879211 45.32581495846476,-1.0309280703122 45.32365702207486,-1.031208077120965 45.322705641592876)))"
commune_33493,"MULTIPOLYGON(((-0.748723622975758 45.312740284610165,-0.78648614911843 45.309525311303325,-0.792063302936703 45.3094399849309,-0.794674553168313 45.310132082144094,-0.796674124934246 45.30925377570743,-0.8193503091211 45.31481091235753,-0.82363257034855 45.316438721686474,-0.826184345340138 45.31690496483523,-0.828639405771961 45.315908622842386,-0.83021310518753 45.31645873989554,-0.830112052965877 45.31731141502486,-0.834135478714118 45.31964456726737,-0.834082400229122 45.32095176471007,-0.83464947693727 45.321114426665496,-0.83417546628207 45.32165355046407,-0.839374067583877 45.32213781666584,-0.841031488280104 45.322822848628654,-0.842056005366493 45.322502782114064,-0.844631574207086 45.32450938543265,-0.847381130908706 45.32518472891206,-0.850056431067202 45.327094932781556,-0.848323985116568 45.33017101565559,-0.846774037498696 45.33137826536645,-0.845469834670448 45.330556755174726,-0.844310205850362 45.33142059636257,-0.8383638709776 45.33196827088522,-0.835796725567345 45.335073673516135,-0.830919071171412 45.33291853959077,-0.828910636380006 45.335456520810816,-0.826837997979143 45.336914853781664,-0.8264531420562 45.33821446219857,-0.824848927247815 45.33871646472371,-0.824017310169943 45.34004485852135,-0.822781903827093 45.34018534172203,-0.821412256935301 45.33909714419781,-0.819307549635341 45.33986948045458,-0.818001649238399 45.34136726924153,-0.816819600622122 45.34135441265865,-0.816007234047122 45.34071140952863,-0.813479293272496 45.344337779710614,-0.810839622423552 45.346822989911516,-0.810225434936648 45.34873794781172,-0.808950452958364 45.349349297226574,-0.767740541992999 45.35490835513284,-0.748723622975758 45.312740284610165)))"
commune_33476,"MULTIPOLYGON(((-0.832442231230733 45.27432023824891,-0.827680986239295 45.27948490937132,-0.829234776468044 45.27989054209272,-0.828156235095015 45.282442659686055,-0.830074754673978 45.28365705290242,-0.83396411542618 45.28296477298631,-0.834998118140615 45.28333046440433,-0.836380994524893 45.28661043867187,-0.835246207378941 45.289455749466455,-0.835792196169798 45.290336711150836,-0.837996483769948 45.29102101263099,-0.837600499689045 45.2930404481343,-0.832669398712096 45.29679308405118,-0.831601269401625 45.29667734540458,-0.826039339641252 45.29906748845191,-0.82293485686684 45.29967401987933,-0.818941480488382 45.29836541023603,-0.817783631344879 45.30023858992295,-0.818600992913261 45.3004784183506,-0.819355167930521 45.30555150027312,-0.818919104072143 45.305787260913156,-0.791818134852618 45.30942305753801,-0.78196691152821 45.30981888255693,-0.748723622975758 45.312740284610165,-0.737426913683778 45.28643736052812,-0.767201141488077 45.28386206859542,-0.766310232792622 45.28252728230739,-0.76897394389526 45.28228243724476,-0.771477898468914 45.280866509962415,-0.771400762649093 45.28027414754601,-0.774878518586553 45.27862785284931,-0.778021115971368 45.27883897656765,-0.779755128467458 45.27774816495484,-0.784147783044217 45.27707666065547,-0.832442231230733 45.27432023824891)))"
commune_33456,"MULTIPOLYGON(((-0.59448520594731 45.32123281644602,-0.594003842334622 45.320090017787685,-0.59469430848058 45.31835701905733,-0.593799316202998 45.316882287909216,-0.591991340882242 45.31582987657773,-0.589453366055912 45.31567970763694,-0.585579960461327 45.31683241848415,-0.582517255205758 45.31674758641866,-0.579182519282991 45.317617811783556,-0.575780957755496 45.317687856081484,-0.576642823041796 45.31519416258884,-0.575140157394548 45.310793075298136,-0.574080970581523 45.310770145676805,-0.573385296868437 45.30970353098934,-0.572987920412365 45.30661644402269,-0.570642635879129 45.30175460685711,-0.571089043087138 45.29987273289526,-0.56800448227261 45.29749788220182,-0.569535918891105 45.2969226060005,-0.570249306543186 45.29567938799209,-0.580925820443653 45.29575977202096,-0.582102396329434 45.291417165021954,-0.585158374348115 45.29169687408178,-0.589265250876163 45.29130099134029,-0.58871934217721 45.29404605548666,-0.590279925266973 45.29481889898722,-0.589985485225232 45.29605601831055,-0.591208481916588 45.29565258738187,-0.59133828237228 45.29610090536169,-0.594027240526774 45.296506645221335,-0.594908507445315 45.29783307356307,-0.59758030148086 45.29818880667426,-0.597502721630492 45.29874745015482,-0.600830976453651 45.299378535721544,-0.599927653186536 45.30077591092139,-0.599761089561512 45.303257350409694,-0.608137587401894 45.30248980196585,-0.611485254693478 45.30274498115975,-0.614129398178065 45.30414502461489,-0.61991554857903 45.3059318891156,-0.623455782744923 45.30592268772492,-0.624557243697909 45.31002977304817,-0.630549134736183 45.31256662170806,-0.632252752622984 45.31414372612922,-0.633237269496642 45.316661791515585,-0.633326837933035 45.31864104954675,-0.629442395024444 45.31922327546835,-0.62409290063195 45.31871438841238,-0.622038173649404 45.31904415432728,-0.615339964170922 45.32353794799567,-0.609446821918729 45.323594864311325,-0.604708754031102 45.324243415918424,-0.603919453803462 45.322354316818746,-0.602058141963102 45.32153001992322,-0.599520641997987 45.3216684955703,-0.596265672604193 45.32043194905937,-0.59448520594731 45.32123281644602)))"
commune_33326,"MULTIPOLYGON(((-0.59448520594731 45.32123281644602,-0.593893293820676 45.325739785103096,-0.594861393617074 45.329511585240354,-0.593787647490063 45.33457306329151,-0.588478809356917 45.33986418093957,-0.586892190954567 45.34453640453639,-0.583587872835565 45.34219234324378,-0.582030934536475 45.340621529062176,-0.582727157004397 45.34011970800693,-0.580671302623755 45.338639666725996,-0.579127778357991 45.33781111861071,-0.576595845901929 45.337371995276285,-0.577314747737158 45.33513524969864,-0.568880901140122 45.33142237443378,-0.569337096485747 45.33014681212221,-0.571031506134515 45.3288912180976,-0.571505282331478 45.32432600594853,-0.573828752668593 45.32118985927471,-0.573182068770886 45.320251468356794,-0.573455109822166 45.31704110033038,-0.575046263291004 45.31504059958471,-0.574083318679615 45.31420967310634,-0.573701740566164 45.31264357969722,-0.574080970581523 45.310770145676805,-0.575140157394548 45.310793075298136,-0.576642823041796 45.31519416258884,-0.575780957755496 45.317687856081484,-0.579182519282991 45.317617811783556,-0.582517255205758 45.31674758641866,-0.585579960461327 45.31683241848415,-0.589453366055912 45.31567970763694,-0.591991340882242 45.31582987657773,-0.593799316202998 45.316882287909216,-0.59469430848058 45.31835701905733,-0.594003842334622 45.320090017787685,-0.59448520594731 45.32123281644602)))"
commune_33374,"MULTIPOLYGON(((-0.562139979387518 45.277252112230286,-0.561809203562139 45.275153493450105,-0.560007157322442 45.273183775073214,-0.560834005211812 45.27082113505772,-0.556413854693341 45.2675674177295,-0.554932727860504 45.264558985239816,-0.555800229666049 45.26327220337114,-0.553231569447343 45.264182250865495,-0.553235745036751 45.263206863816116,-0.551065159058068 45.26301357618123,-0.55054684924746 45.25894516434675,-0.551426580106256 45.255006282156614,-0.550977254993644 45.25446353560817,-0.555304974925521 45.251268541087725,-0.559325688822182 45.24307347870719,-0.563595099438863 45.23681180813953,-0.580575361247648 45.24317128047953,-0.584422949503018 45.2469137937579,-0.586859331738658 45.24842918878618,-0.592024320165862 45.25058242648064,-0.594921228811458 45.25074432549184,-0.596878738058848 45.25141682788175,-0.601273777685248 45.2550141012656,-0.60199671756237 45.25747226084305,-0.599595472119308 45.25894406618593,-0.597087728820931 45.261239488256244,-0.597368282802908 45.26153241352443,-0.594166381000826 45.263853716267846,-0.591883665983677 45.26439943412711,-0.591207186198249 45.26507286394113,-0.589682670068536 45.26954303821853,-0.590657164335436 45.27018504969544,-0.590384007409295 45.270680563039875,-0.587722286863358 45.27166921426458,-0.58540862208439 45.27189850260495,-0.585267884920125 45.27292516251371,-0.582613148932232 45.275454789798545,-0.580275879257929 45.275955131142425,-0.572940529124234 45.28061644046875,-0.565070339234924 45.281408557274034,-0.564980907554629 45.27995121762115,-0.562540265396822 45.278440855110524,-0.562139979387518 45.277252112230286)))"
commune_33069,"MULTIPOLYGON(((-0.630925713859778 44.87165679861829,-0.630438533404816 44.873667299660625,-0.626205233970262 44.874867433721164,-0.622130118438954 44.87673369881255,-0.613695089024924 44.871038577089664,-0.605092312410102 44.872410749540464,-0.601026391456506 44.874506650178716,-0.598557177234496 44.87310234500325,-0.593768323031348 44.87315749308136,-0.595192873268503 44.87135566776882,-0.593333992879406 44.87055155660073,-0.587544301339847 44.87019362062479,-0.583988463329315 44.86919005146831,-0.576062853549941 44.869279922537785,-0.5757140153383 44.8659934431191,-0.587862617322578 44.860979573954275,-0.593968297037474 44.85314730539718,-0.598566078874379 44.854229386936986,-0.608085065577221 44.85968115236066,-0.613885201418735 44.86090377564678,-0.620065379765616 44.863966746356645,-0.630925713859778 44.87165679861829)))"
commune_33063,"MULTIPOLYGON(((-0.630420855296093 44.843853243055406,-0.631329667440012 44.84401726806988,-0.63043926796446 44.845509201760294,-0.633487752003083 44.84637555752383,-0.632788216344379 44.84799735375936,-0.633546611186288 44.84832221224221,-0.632137777300611 44.85139667872786,-0.637144097237905 44.85196809381585,-0.637069910952067 44.85377581139154,-0.636456350566582 44.8537517630476,-0.63605408052567 44.85505289338499,-0.637383545315458 44.85517424617739,-0.636957659778465 44.85614988750399,-0.638510357982969 44.85691914862791,-0.637010869557431 44.858574420874525,-0.638698891050312 44.85916259230479,-0.6383230365804 44.8607341565465,-0.636542452158752 44.86049781198114,-0.634698520718269 44.862394168649715,-0.633343186270645 44.86191491124094,-0.631450435712986 44.86384255104118,-0.632062776841083 44.8647859877315,-0.634191268819579 44.865363418840815,-0.63298823102382 44.86659162117175,-0.630925713859778 44.87165679861829,-0.620065379765616 44.863966746356645,-0.613885201418735 44.86090377564678,-0.608085065577221 44.85968115236066,-0.598566078874379 44.854229386936986,-0.593855250666291 44.85318251219275,-0.587862617322578 44.860979573954275,-0.5757140153383 44.8659934431191,-0.580326338487455 44.90900657356239,-0.57971613039064 44.908825262298116,-0.57998043265684 44.90781992956891,-0.577734997584026 44.90777062927247,-0.577064906057208 44.90802204309529,-0.576960614905773 44.908951913467675,-0.574445510139909 44.908811190430264,-0.571082324717217 44.909413298555194,-0.569522711565008 44.91033587510323,-0.569475671079608 44.91139007271036,-0.571050586284444 44.912639072924165,-0.570147542731449 44.91295831873454,-0.56203175718993 44.91272684488203,-0.560310026686443 44.914076278617145,-0.557485968626314 44.91376661929754,-0.553572923104322 44.91518611906767,-0.551419492528857 44.91396980290622,-0.550477382859244 44.914615490000045,-0.550601135805705 44.91596883600239,-0.547870450785225 44.91669419952546,-0.538988865039807 44.90162288302588,-0.53566936767542 44.892134828342314,-0.535238245056216 44.88887522391005,-0.535637286066868 44.88239336070052,-0.539456207274416 44.87551318801366,-0.541119996982706 44.86877827097017,-0.536962608692068 44.868408871597055,-0.536694157075254 44.867608111971535,-0.539134174040589 44.856924492727984,-0.537713527518042 44.84767352395536,-0.540395931422982 44.84416503749062,-0.540096112935382 44.843850161521516,-0.548000601862399 44.83568740495512,-0.533325408508252 44.82787362037929,-0.536610999795324 44.82597092190857,-0.534696904702319 44.82429168209618,-0.556906906087269 44.81250609644465,-0.558637885295196 44.81232977653799,-0.564408332308028 44.81328084833266,-0.565347235925328 44.812553995683395,-0.56736603277543 44.812563851052204,-0.573914872111344 44.810741484461,-0.5735310050606 44.812707759810856,-0.575724355758608 44.81677195552841,-0.589210775998489 44.82537123813,-0.593091939553466 44.823207786949624,-0.595994604527314 44.82046127411151,-0.5990366245012 44.81906384807522,-0.60296531634044 44.81842342259134,-0.603858170293016 44.820043714101956,-0.605026327650152 44.81969840473589,-0.60670215973083 44.82189526001835,-0.608494919630608 44.82145569013331,-0.610542522187808 44.822656209962965,-0.61315097933635 44.82251445508079,-0.613167224472906 44.82310155322003,-0.615035831219034 44.82307308834157,-0.614905786653996 44.825262909501554,-0.61389170830009 44.82538609370054,-0.613582439583902 44.826503834763386,-0.612613263492882 44.82663635836816,-0.613792044106779 44.82909176288719,-0.613564747505372 44.831680412552934,-0.610317880123015 44.834191662420785,-0.608842611800657 44.83664066710481,-0.606868525319881 44.837005913613694,-0.610899811260232 44.83827710824237,-0.62696540257814 44.83893984433638,-0.628492840251751 44.84056266049857,-0.629318758558606 44.843638754813014,-0.630420855296093 44.843853243055406)))"
commune_33273,"MULTIPOLYGON(((-0.746392108428216 44.850447502764055,-0.75315171143904 44.84904001843108,-0.754384732855239 44.84665567569529,-0.756940360227776 44.846694426239566,-0.757081767436247 44.84583515370948,-0.755790632243227 44.8449441811808,-0.756099993956703 44.84419008932667,-0.753970535837984 44.842186377251345,-0.754186136064332 44.84128043326662,-0.753587382328149 44.84075718655517,-0.753834612564399 44.832499678813285,-0.760718627222882 44.832341229175434,-0.788728032170573 44.82684123502473,-0.802898753461048 44.82317604602043,-0.835750905381768 44.828768629690614,-0.836350457905986 44.84082475046151,-0.854796899263512 44.847977735434995,-0.837116485819178 44.85546037832951,-0.826348240288846 44.8577802584219,-0.816713836164046 44.860701850810585,-0.773407055107556 44.864305125745744,-0.766473863581977 44.86513020655143,-0.758424345494529 44.86705987859322,-0.746392108428216 44.850447502764055)))"
commune_33073,"MULTIPOLYGON(((-0.679779556920394 45.23197493199394,-0.684265702008351 45.23297089851653,-0.684977983715232 45.234560014736104,-0.687567729747079 45.23515689662558,-0.689529723364301 45.23474955809939,-0.690173901598227 45.23640579898991,-0.692173657476496 45.236645282065126,-0.737646848029286 45.229257062473565,-0.735819913687799 45.28304035405119,-0.69835744332686 45.28487664987301,-0.630436336594139 45.29132359853825,-0.626659644108874 45.28452984582394,-0.632579006168903 45.27076182998116,-0.631396415812232 45.26785543859418,-0.619404139339432 45.26715294341613,-0.613816238324703 45.26826221601398,-0.611423415053371 45.26752292814512,-0.60611321968195 45.264385484780256,-0.601116045927821 45.26359389975078,-0.597001257412944 45.26136305515786,-0.60199671756237 45.25747226084305,-0.601273777685248 45.2550141012656,-0.596254576695945 45.251098009811955,-0.592024320165862 45.25058242648064,-0.58574258500087 45.247850315300724,-0.580864658907751 45.24338464088531,-0.578576069545967 45.242237554217915,-0.580275082831566 45.240343443583136,-0.579859889357032 45.23858649397234,-0.581850330494507 45.23426107707509,-0.583963384780608 45.23413019079422,-0.583691975210163 45.23338086156265,-0.584410706615854 45.232357291918476,-0.58955839709152 45.23270121537356,-0.591102910432852 45.234023426653486,-0.594586139814568 45.23387441027456,-0.597747785104582 45.22812917982483,-0.608203027056506 45.22902760636615,-0.6126093505326 45.22761691682388,-0.617460238151298 45.22342804446516,-0.645205239785896 45.222485133610874,-0.653422796922817 45.223025993356224,-0.668460154030222 45.22716521867802,-0.670123161603761 45.22876824245243,-0.672554995912424 45.22933729562732,-0.673449285403286 45.23051936222714,-0.676187369921785 45.23043015716032,-0.677515111765016 45.23158710758006,-0.679779556920394 45.23197493199394)))"
commune_33351,"MULTIPOLYGON(((-0.539763165474125 45.20598709811794,-0.541216878781788 45.20572917775024,-0.542544826474045 45.20622152876003,-0.542346585356978 45.207135456963535,-0.543902994874154 45.207610628610865,-0.544754022108465 45.20916453893375,-0.549636171327174 45.21200723384878,-0.550005683590117 45.21278415022187,-0.551210450329522 45.212799912983286,-0.553585446704034 45.214010543522676,-0.555010165245911 45.21535594567892,-0.554998078015148 45.21626667990222,-0.557118318659388 45.2179982160598,-0.558259956080865 45.21804205656055,-0.554192168802389 45.220489860855274,-0.552755351706557 45.22267986725667,-0.554372275906728 45.22465641622852,-0.553906997030372 45.228783127648434,-0.558152089897587 45.22974397513974,-0.560848890269578 45.23152559515226,-0.55993207456626 45.23386856921386,-0.558622455749932 45.234895473619616,-0.563595099438863 45.23681180813953,-0.559325688822182 45.24307347870719,-0.555048126198905 45.25150295205934,-0.550977254993644 45.25446353560817,-0.544673329659749 45.25737494992803,-0.539376217908276 45.261499748014074,-0.538759764971776 45.26081623122405,-0.536120612560628 45.26011472322243,-0.535109098725705 45.26024407530259,-0.535021597543753 45.26095709503819,-0.534049205277413 45.260838233820465,-0.532499244274763 45.25907737093275,-0.530409857020305 45.259194785972376,-0.527790658773139 45.25769658241802,-0.523028422400735 45.257522369816115,-0.520736934914016 45.25684379737934,-0.514953067338062 45.258943024287824,-0.513311838442035 45.25876029993796,-0.511926883703271 45.259241883133875,-0.510215137402753 45.257797677617276,-0.500994495028415 45.255781417067574,-0.497306968684202 45.255646342327054,-0.491293343510282 45.25404802528944,-0.490032611314954 45.25445605166315,-0.489320473946907 45.25386360209133,-0.485916334158428 45.25315598793609,-0.484022082199198 45.251799123564965,-0.48293409317462 45.251949316658944,-0.482329130587728 45.25121197983731,-0.478238385410606 45.25092752178283,-0.479098828341371 45.24966684392976,-0.477019935464888 45.24462929522888,-0.478496237409961 45.24291412044574,-0.477288621507939 45.23742133704302,-0.472268357574881 45.23768027014077,-0.476308111703531 45.233603309557616,-0.477437766611336 45.227725017441266,-0.485984312555579 45.22651578554335,-0.486047152504325 45.22603162678249,-0.485967172932631 45.22501745414214,-0.48203079453341 45.224356139477436,-0.479838235028041 45.22335194277303,-0.480651931757595 45.22306610609299,-0.480199044422024 45.222369097268206,-0.478080589206819 45.2213652641164,-0.477991754925565 45.21885701600614,-0.476996974698416 45.21726025707572,-0.479159254296282 45.21602571806872,-0.478186393230167 45.21500511804659,-0.477765585405003 45.210874067439036,-0.479408982002026 45.207723301781314,-0.481730922206477 45.20809344217782,-0.482260600611228 45.20708098694567,-0.479158719281583 45.20219805025189,-0.476052793612556 45.20067879922689,-0.481591185532536 45.1979897644906,-0.483072753589916 45.19805529953929,-0.484801372767255 45.19742270848856,-0.487681566034304 45.197389524891584,-0.490173409621144 45.198443661946406,-0.492428453277591 45.19848308128039,-0.500965200973798 45.19694929902829,-0.504126515741104 45.198246212947076,-0.508923948971519 45.198251416441195,-0.510230889034945 45.19892415730782,-0.518586711443225 45.199822844726945,-0.522874935556644 45.20137123635854,-0.532724641003593 45.20340245645465,-0.535170621632085 45.20510242542376,-0.539763165474125 45.20598709811794)))"
