building_id,id,geom
8035812,building_8035812,POINT(-1.010081994245037 45.095972000350486)
8582706,building_8582706,POINT(-0.936096694270214 45.115034800348674)
9459259,building_9459259,POINT(-0.924787294277949 45.07370810034297)
9852345,building_9852345,POINT(-1.010187544246526 45.07867856701504)
10057904,building_10057904,POINT(-1.040196962988499 45.04609006909608)
10447698,building_10447698,POINT(-1.046331580119317 45.0782676906201)
10452159,building_10452159,POINT(-1.048926894232538 45.07759290035044)
10733768,building_10733768,POINT(-1.126990394205508 45.061779500352905)
10734053,building_10734053,POINT(-1.126417108041403 45.06142890377351)
10761996,building_10761996,POINT(-1.126558085644789 45.06053535504157)
10795210,building_10795210,POINT(-1.13654364985697 45.06518322022341)
10826588,building_10826588,POINT(-1.139529999495575 45.067078614106336)
10857716,building_10857716,POINT(-1.140616369359635 45.067644776147425)
10858773,building_10858773,POINT(-1.13947868664812 45.06654538734676)
11146952,building_11146952,POINT(-1.148530415472762 45.078472632271094)
11147813,building_11147813,POINT(-1.154992794193644 45.080325100356816)
11231929,building_11231929,POINT(-1.133485292957971 45.06141866539491)
11232041,building_11232041,POINT(-1.132541994203522 45.061340000353184)
11233590,building_11233590,POINT(-1.14020671844586 45.05952805468974)
11235005,building_11235005,POINT(-1.136956294201987 45.06048920035329)
11235392,building_11235392,POINT(-1.13436801829797 45.06134040716731)
11315492,building_11315492,POINT(-1.189184607516166 45.082813773524485)
11315841,building_11315841,POINT(-1.187681410803896 45.08298679395665)
11315881,building_11315881,POINT(-1.18798899418131 45.083502000359076)
11319183,building_11319183,POINT(-1.184575669182731 45.08154287535864)
11345927,building_11345927,POINT(-1.089734994218127 45.07258800035213)
11409848,building_11409848,POINT(-1.033747094237923 45.079109300349785)
11443417,building_11443417,POINT(-1.045433694233758 45.078170400350324)
11443468,building_11443468,POINT(-1.045114998530811 45.07835199616605)
11444235,building_11444235,POINT(-1.043312746208803 45.078589935991154)
11444308,building_11444308,POINT(-1.042830795598007 45.0786854161187)
11476433,building_11476433,POINT(-1.056141494230012 45.07647170035072)
16106411,building_16106411,POINT(-0.981221994257446 45.07413000034618)
16106434,building_16106434,POINT(-1.133164594203186 45.06255970035336)
16106469,building_16106469,POINT(-1.140662593561719 45.0683304848442)
16106471,building_16106471,POINT(-1.188023194181338 45.08303280035902)
16106473,building_16106473,POINT(-1.086092332095763 45.07401060326069)
23859490,building_23859490,POINT(-1.045665554878253 45.076532699020646)
26061723,building_26061723,POINT(-0.939099994272847 45.07274700034364)
26061750,building_26061750,POINT(-1.126579278365608 45.06107563992406)
26061751,building_26061751,POINT(-1.128082794205203 45.06072310035283)
26061758,building_26061758,POINT(-1.150382994194991 45.08409000035701)
26061759,building_26061759,POINT(-1.188273752415921 45.082803896529164)
26061760,building_26061760,POINT(-1.045765194233425 45.0805734003506)
26061761,building_26061761,POINT(-1.037895494235651 45.08775960035107)
27291380,building_27291380,POINT(-1.129602556783433 45.061672197054115)
27291384,building_27291384,POINT(-1.15623999419315 45.080753000356914)
27291388,building_27291388,POINT(-1.147187971481529 45.068605107700634)
27291393,building_27291393,POINT(-1.053754094230846 45.076872000350626)
27291394,building_27291394,POINT(-1.052108294231443 45.07688220035054)
27291395,building_27291395,POINT(-1.053190052349067 45.08607181595317)
28177629,building_28177629,POINT(-1.152375845918711 45.08061718656359)
28389685,building_28389685,POINT(-1.150038299600767 45.08134091387015)
28564126,building_28564126,POINT(-1.043394394234557 45.077516100350124)
28564127,building_28564127,POINT(-1.043588194234519 45.077157100350085)
28564128,building_28564128,POINT(-1.043755894234486 45.076836200350044)
28564129,building_28564129,POINT(-1.043916694234411 45.07701580035008)
46772024,building_46772024,POINT(-1.155563877808085 45.077609281385136)
51485623,building_51485623,POINT(-1.037577637233484 45.078961623291285)
52295099,building_52295099,POINT(-1.136738000511116 45.05881237745702)
52295100,building_52295100,POINT(-1.146339694198062 45.066131500354544)
52295103,building_52295103,POINT(-1.033338597896305 45.075578375554905)
52295105,building_52295105,POINT(-1.046422994233859 45.0729518003497)
53830840,building_53830840,POINT(-1.147909346829348 45.07001440121968)
53972567,building_53972567,POINT(-1.147495794197555 45.06709130035476)
53985931,building_53985931,POINT(-1.155536492234559 45.0769005601355)
54073261,building_54073261,POINT(-1.157224994193131 45.076927000356505)
54879417,building_54879417,POINT(-1.185077266112094 45.08464044070992)
55204064,building_55204064,POINT(-1.042975922295616 45.07867661598881)
6971299,building_6971299,POINT(-1.144677299683609 45.097010574285235)
6975710,building_6975710,POINT(-1.153084994193821 45.086165000357404)
10073488,building_10073488,POINT(-1.054629204578353 45.04298485207063)
10163154,building_10163154,POINT(-1.060580144231619 45.04006237534647)
10247131,building_10247131,POINT(-1.056224774232272 45.05058062034749)
10580804,building_10580804,POINT(-1.064713994226111 45.085314900352294)
10682205,building_10682205,POINT(-1.125215094206269 45.06048710035266)
10752649,building_10752649,POINT(-1.131168694204036 45.0611868003531)
10789707,building_10789707,POINT(-1.134599610610747 45.06378974143553)
10811826,building_10811826,POINT(-1.135865226935694 45.06450500203608)
10812769,building_10812769,POINT(-1.133513617142272 45.06302726091225)
10849821,building_10849821,POINT(-1.139677569044051 45.06792072844627)
11121729,building_11121729,POINT(-1.150606994194744 45.085953000357236)
11125105,building_11125105,POINT(-1.150098590371323 45.08215288236279)
11125496,building_11125496,POINT(-1.149222994195544 45.08263300035676)
11125754,building_11125754,POINT(-1.148932994195622 45.08295000035678)
11128374,building_11128374,POINT(-1.15168171196465 45.083387008907586)
11151777,building_11151777,POINT(-1.149923070386302 45.076588767022734)
11152684,building_11152684,POINT(-1.152915394194439 45.079902500356646)
11153240,building_11153240,POINT(-1.1486246208626 45.08071808702316)
11153874,building_11153874,POINT(-1.147418571119461 45.08059136958719)
11154605,building_11154605,POINT(-1.146942144196569 45.080476500356355)
11154732,building_11154732,POINT(-1.147925366418478 45.07994155591192)
11295908,building_11295908,POINT(-1.148814025790579 45.069378802415414)
11296164,building_11296164,POINT(-1.148393242104044 45.06958680648555)
11296613,building_11296613,POINT(-1.148038694197124 45.069728600355106)
11296696,building_11296696,POINT(-1.1473664334009 45.06981451951075)
11298010,building_11298010,POINT(-1.143758164198639 45.07026116035494)
11298097,building_11298097,POINT(-1.143408737055915 45.07019354321205)
11299010,building_11299010,POINT(-1.141711403495793 45.068987720446025)
11299401,building_11299401,POINT(-1.140863768018604 45.06883782494195)
11300582,building_11300582,POINT(-1.141952511446125 45.06824753977651)
11300620,building_11300620,POINT(-1.141622994199591 45.068298000354574)
11300908,building_11300908,POINT(-1.142042994199402 45.06871720035464)
11301576,building_11301576,POINT(-1.142217104073912 45.069907754601445)
11304026,building_11304026,POINT(-1.146237694197805 45.06945350035499)
11357274,building_11357274,POINT(-1.04158689687591 45.07923705605101)
11358006,building_11358006,POINT(-1.040889762682196 45.078884019042476)
11358313,building_11358313,POINT(-1.042490435261857 45.07886966112652)
11359126,building_11359126,POINT(-1.044499576959564 45.078550340516095)
11359360,building_11359360,POINT(-1.044923194233871 45.078981200350384)
11359415,building_11359415,POINT(-1.04521099423371 45.07960800035048)
11359702,building_11359702,POINT(-1.046013627165213 45.07992075336908)
11386633,building_11386633,POINT(-1.038292791261022 45.079041796599476)
11387420,building_11387420,POINT(-1.040539694235124 45.08284230035062)
11421296,building_11421296,POINT(-1.036700788241465 45.078350050493604)
11421520,building_11421520,POINT(-1.038663094236287 45.077405300349845)
11423162,building_11423162,POINT(-1.037288794236823 45.077003900349716)
11446612,building_11446612,POINT(-1.043974923490817 45.078491641852644)
11446913,building_11446913,POINT(-1.043684695833618 45.0785341420394)
11454741,building_11454741,POINT(-1.045611067471614 45.07639185955243)
19799985,building_19799985,POINT(-0.996913854252152 45.069562120346525)
19800172,building_19800172,POINT(-1.053720344229464 45.092622583685916)
19800271,building_19800271,POINT(-1.12569663246418 45.06021983661113)
19800537,building_19800537,POINT(-1.14918619419566 45.08147580035661)
19800557,building_19800557,POINT(-1.145132864540475 45.073272355225804)
19800559,building_19800559,POINT(-1.144798047856542 45.073116778404085)
19800561,building_19800561,POINT(-1.144449894198146 45.07295040035534)
19800563,building_19800563,POINT(-1.143431179912839 45.07256007178378)
19800565,building_19800565,POINT(-1.142607220906507 45.07194081722489)
19800567,building_19800567,POINT(-1.142486316372875 45.07174984489317)
19800569,building_19800569,POINT(-1.142367126092046 45.07155845180933)
19800577,building_19800577,POINT(-1.157041994193169 45.07725900035653)
19800634,building_19800634,POINT(-1.045791904091724 45.08034849947014)
19800671,building_19800671,POINT(-1.041928156946797 45.07449095902744)
23302507,building_23302507,POINT(-1.015857644422163 45.062853649897136)
23302517,building_23302517,POINT(-1.134190994202742 45.063357600353505)
23302541,building_23302541,POINT(-1.14816129419722 45.06813490035492)
23302544,building_23302544,POINT(-1.182952294183326 45.081526200358525)
23302545,building_23302545,POINT(-1.087515902062577 45.073941165210734)
23302546,building_23302546,POINT(-1.033544706674684 45.07896726849335)
23302548,building_23302548,POINT(-1.036321994237017 45.078788100349875)
23302551,building_23302551,POINT(-1.045604694233694 45.07817360035033)
23876333,building_23876333,POINT(-1.14792869419716 45.06977160035512)
23876525,building_23876525,POINT(-1.141299574742333 45.06828786804432)
25451208,building_25451208,POINT(-1.141594938328016 45.06917319632866)
25451209,building_25451209,POINT(-1.144934046497157 45.06996115545517)
25451216,building_25451216,POINT(-1.045262394249761 45.07576696604821)
25451221,building_25451221,POINT(-1.042939269727999 45.0769304120104)
29158664,building_29158664,POINT(-1.128343694205112 45.06068820035286)
47039334,building_47039334,POINT(-1.127743740938663 45.06132703282941)
47039344,building_47039344,POINT(-1.145952794198158 45.06665430035457)
47039349,building_47039349,POINT(-1.044820112748843 45.07560823394992)
49349970,building_49349970,POINT(-1.139244554623498 45.06773200781063)
49349981,building_49349981,POINT(-1.149403594196945 45.06612820035476)
49349983,building_49349983,POINT(-1.146290062248339 45.06865997521717)
49349984,building_49349984,POINT(-1.146080834810654 45.06913255446839)
49755667,building_49755667,POINT(-0.917610483421292 45.081669881177376)
49934932,building_49934932,POINT(-1.050384459239622 45.07758686354409)
49934946,building_49934946,POINT(-1.130896594204117 45.0613990003531)
49934948,building_49934948,POINT(-1.134925914558073 45.06191641494176)
49934949,building_49934949,POINT(-1.1327720672143 45.06023441274712)
49934950,building_49934950,POINT(-1.143184694198895 45.06972130035482)
49934951,building_49934951,POINT(-1.184247994182955 45.0803822003585)
49934959,building_49934959,POINT(-1.045920994233798 45.07570680035007)
50511817,building_50511817,POINT(-1.141123194199667 45.06949500035467)
51036505,building_51036505,POINT(-1.148572294197224 45.06640850035474)
52063424,building_52063424,POINT(-1.047743675642449 45.078220025207415)
52063427,building_52063427,POINT(-1.157320484402619 45.07655141312573)
52063433,building_52063433,POINT(-1.188497125411425 45.08278721193937)
52063435,building_52063435,POINT(-1.043653807889409 45.07867323520513)
52248752,building_52248752,POINT(-1.139046350492711 45.059098886942536)
52400668,building_52400668,POINT(-1.046211438767216 45.075546885963774)
53254085,building_53254085,POINT(-1.150446630899665 45.07623786937066)
54153361,building_54153361,POINT(-1.155132294193537 45.080946800356905)
54153362,building_54153362,POINT(-1.149945709579996 45.081512431125894)
54380111,building_54380111,POINT(-1.043876070752555 45.07863964768669)
55074700,building_55074700,POINT(-1.13937231619902 45.06700124608848)
56262758,building_56262758,POINT(-1.141411999767397 45.06927861746673)
56963832,building_56963832,POINT(-1.131814994203863 45.06047500035303)
56963843,building_56963843,POINT(-1.042909394234775 45.07705160035003)
57506596,building_57506596,POINT(-1.071011994223732 45.08627100035277)
57909781,building_57909781,POINT(-1.144211594198752 45.06711270035457)
57909782,building_57909782,POINT(-1.143318542708086 45.06863094742407)
57909787,building_57909787,POINT(-1.043091579714952 45.07816795355414)
78404638,building_78404638,POINT(-1.013769994246828 45.06051000034633)
78404650,building_78404650,POINT(-1.048117494232775 45.07825020035047)
78404673,building_78404673,POINT(-1.188048194181343 45.08288420035899)
78404676,building_78404676,POINT(-1.0739321942236 45.07577650035163)
79094937,building_79094937,POINT(-1.150120994194785 45.08750600035741)
79165318,building_79165318,POINT(-1.045738211586726 45.07571832759968)
8061670,building_8061670,POINT(-1.045475262043741 45.11157949730879)
9359597,building_9359597,POINT(-0.937881894272199 45.08512670034511)
9835417,building_9835417,POINT(-1.025425394240986 45.078704200349264)
9955200,building_9955200,POINT(-0.999433394251154 45.070511400346795)
10304447,building_10304447,POINT(-1.047564294234033 45.06630520034898)
10307624,building_10307624,POINT(-1.041692694235893 45.06940050034905)
10457088,building_10457088,POINT(-1.050808621400413 45.07754120066073)
10457212,building_10457212,POINT(-1.046175514360206 45.07910480345757)
10457864,building_10457864,POINT(-1.046255499116739 45.07804461571394)
10458565,building_10458565,POINT(-1.045700942754446 45.07663256381426)
10460153,building_10460153,POINT(-1.049593116610785 45.07872993926082)
10501295,building_10501295,POINT(-1.067339994225937 45.076454000351305)
10532484,building_10532484,POINT(-1.082783194220598 45.07326450035184)
10600656,building_10600656,POINT(-1.068128994224712 45.08706300035272)
10711091,building_10711091,POINT(-1.109348716008262 45.098063258348944)
10774920,building_10774920,POINT(-1.138910294200727 45.066651700354214)
10776031,building_10776031,POINT(-1.136336694201847 45.06461110035381)
10938043,building_10938043,POINT(-1.188031894181204 45.084517200359215)
11194869,building_11194869,POINT(-1.142048794199235 45.070568600354854)
11194954,building_11194954,POINT(-1.141503294199449 45.07039520035484)
11194976,building_11194976,POINT(-1.142725173113686 45.072133727331675)
11216994,building_11216994,POINT(-1.154396165622793 45.07626205749913)
11217055,building_11217055,POINT(-1.154238994194259 45.07649600035628)
11217140,building_11217140,POINT(-1.154733994194089 45.076364000356314)
11217727,building_11217727,POINT(-1.151047148741115 45.07383123671941)
11219003,building_11219003,POINT(-1.151855994195261 45.075009000355955)
11220197,building_11220197,POINT(-1.150474925123072 45.076190995637695)
11223640,building_11223640,POINT(-1.16064960948364 45.07771725933531)
11224288,building_11224288,POINT(-1.156525987315111 45.07765938641319)
11224695,building_11224695,POINT(-1.158480461139998 45.078223529157825)
11279537,building_11279537,POINT(-1.140802794200103 45.06590690035421)
11282549,building_11282549,POINT(-1.1479893892418 45.065967924997636)
11283993,building_11283993,POINT(-1.1471743941977 45.06679840035467)
11304943,building_11304943,POINT(-1.149219194196876 45.06766570035491)
11305514,building_11305514,POINT(-1.142058089429663 45.069568508374765)
11305723,building_11305723,POINT(-1.141254589016212 45.068174331761355)
11305815,building_11305815,POINT(-1.142536094199104 45.07003050035481)
11310276,building_11310276,POINT(-1.187386994181238 45.08676900035942)
11312018,building_11312018,POINT(-1.187043072573892 45.082276518968996)
11312258,building_11312258,POINT(-1.187449372524599 45.08271988320293)
11313246,building_11313246,POINT(-1.188315709515854 45.08194311606357)
11315048,building_11315048,POINT(-1.190002194180701 45.082067600359025)
11341878,building_11341878,POINT(-1.088471685919491 45.07383299401585)
11434394,building_11434394,POINT(-1.045175794234296 45.07314200034966)
11488943,building_11488943,POINT(-1.048774394232043 45.083811100351184)
11489040,building_11489040,POINT(-1.046862294232812 45.08297590035098)
11492530,building_11492530,POINT(-1.054807283908079 45.08532811214788)
21300731,building_21300731,POINT(-1.145955242023629 45.07358906557282)
22410440,building_22410440,POINT(-0.977188994259353 45.06910000034535)
22410472,building_22410472,POINT(-1.138882364390363 45.06676233383111)
22410474,building_22410474,POINT(-1.157652960859639 45.076958683689895)
22410479,building_22410479,POINT(-1.15257839419488 45.076318200356184)
22410492,building_22410492,POINT(-1.158886339916738 45.07712127159455)
22410493,building_22410493,POINT(-1.033498794237988 45.07942360034977)
22410494,building_22410494,POINT(-1.032692994238668 45.07503100034923)
22410527,building_22410527,POINT(-1.041754765819066 45.07874139348601)
23866695,building_23866695,POINT(-1.140331230405547 45.06783067556524)
24742952,building_24742952,POINT(-1.132509863238514 45.063292997546135)
24742974,building_24742974,POINT(-1.15073739419535 45.078604200356345)
24742978,building_24742978,POINT(-1.149732694195656 45.07928530035637)
24743032,building_24743032,POINT(-1.187782346270572 45.08260441883604)
24743033,building_24743033,POINT(-1.187237746229608 45.08384803536265)
28164974,building_28164974,POINT(-1.150543464194561 45.08828708035753)
28473085,building_28473085,POINT(-1.141306494199706 45.068307300354505)
28473202,building_28473202,POINT(-1.184891994182557 45.082205000358755)
28780872,building_28780872,POINT(-1.032323994237604 45.08859400035085)
28780875,building_28780875,POINT(-1.050716557534956 45.077631941149235)
28780878,building_28780878,POINT(-1.127399834039098 45.0609082094505)
28780902,building_28780902,POINT(-1.142990294198955 45.06986360035484)
