building_id,id,geom
7025374,building_7025374,POINT(-0.576075319390319 45.02282727963965)
7026726,building_7026726,POINT(-0.573716067136065 45.02326528213554)
7824150,building_7824150,POINT(-0.558491270323378 45.02529163231864)
8082436,building_8082436,POINT(-0.56659712298304 45.0201565610309)
8591669,building_8591669,POINT(-0.544955554401624 45.0229826979904)
8846847,building_8846847,POINT(-0.530381794425317 45.01146190031359)
8849462,building_8849462,POINT(-0.530698194425239 45.01104780031358)
8876486,building_8876486,POINT(-0.53429949442373 45.01361410031404)
8914614,building_8914614,POINT(-0.530219814445294 45.01290443196096)
8917969,building_8917969,POINT(-0.530396978555719 45.01288976984024)
9053135,building_9053135,POINT(-0.538308104393072 45.010061115636795)
9090063,building_9090063,POINT(-0.535065739935122 45.011437442885246)
9092429,building_9092429,POINT(-0.535038505801401 45.01086657208536)
9095340,building_9095340,POINT(-0.536177074110795 45.01022691075012)
9164600,building_9164600,POINT(-0.528407294425943 45.01238370031359)
9171697,building_9171697,POINT(-0.52963289442551 45.01232130031364)
9204301,building_9204301,POINT(-0.524057219427788 45.00902026281295)
9214282,building_9214282,POINT(-0.528075794426376 45.00873960031314)
9325677,building_9325677,POINT(-0.531515394425167 45.008497000313284)
9330684,building_9330684,POINT(-0.532945194424752 45.00739940031322)
9336299,building_9336299,POINT(-0.532134894425097 45.0067292003131)
9367569,building_9367569,POINT(-0.531219394425396 45.00708260031308)
9409913,building_9409913,POINT(-0.529696094425954 45.00691510031295)
9418022,building_9418022,POINT(-0.528994961144051 45.003578705732785)
9860829,building_9860829,POINT(-0.504437894435802 44.99736570031045)
9896509,building_9896509,POINT(-0.503625794435955 44.99894720031058)
10063706,building_10063706,POINT(-0.533844994425566 44.99422300031165)
10304646,building_10304646,POINT(-0.548877469069878 45.00120683499597)
10309849,building_10309849,POINT(-0.546537967754168 44.99645206697925)
10385428,building_10385428,POINT(-0.53496385537935 45.0050317154214)
10485076,building_10485076,POINT(-0.590530994402588 45.02537400031854)
10485851,building_10485851,POINT(-0.586029200756527 45.023328409890894)
