building_id,id,geom
2844443,building_2844443,POINT(-0.402809166003982 45.019658862961855)
3496228,building_3496228,POINT(-0.399914494471847 45.01159390030656)
3511067,building_3511067,POINT(-0.399996294471436 45.0160462003071)
26058582,building_26058582,POINT(-0.407652794467394 45.0313743003094)
29160125,building_29160125,POINT(-0.38041249447855 45.014370200305855)
49930946,building_49930946,POINT(-0.390335894475571 45.0079164003056)
52461793,building_52461793,POINT(-0.420187894464312 45.01526760030812)
55073835,building_55073835,POINT(-0.422254828627237 45.016234153678624)
55073836,building_55073836,POINT(-0.392989794982278 45.02004291908878)
56960513,building_56960513,POINT(-0.403537994469934 45.01885300030764)
56960553,building_56960553,POINT(-0.424812674871812 45.017556329663044)
56960566,building_56960566,POINT(-0.366408694482686 45.02422370030634)
56960578,building_56960578,POINT(-0.383609797842234 45.01500407321936)
78402042,building_78402042,POINT(-0.407731397424194 45.010708620366145)
78402064,building_78402064,POINT(-0.378201994479178 45.01620770030596)
78402066,building_78402066,POINT(-0.377435994479435 45.01639400030592)
3748341,building_3748341,POINT(-0.409069590664137 45.014839532154895)
4065008,building_4065008,POINT(-0.40567565838754 45.0188483803719)
4065382,building_4065382,POINT(-0.40477779446947 45.01911690030775)
16518398,building_16518398,POINT(-0.421947794463048 45.022694000309116)
22407140,building_22407140,POINT(-0.420578994464239 45.01449400030802)
25448003,building_25448003,POINT(-0.422803094462662 45.023643200309294)
25448005,building_25448005,POINT(-0.39276050146834 45.020084066931226)
25448006,building_25448006,POINT(-0.393075994473549 45.02012200030726)
27287518,building_27287518,POINT(-0.411449098345474 45.01607131585794)
27287526,building_27287526,POINT(-0.422611088217534 45.016105834067154)
27287528,building_27287528,POINT(-0.422741451561899 45.016383193371446)
27287529,building_27287529,POINT(-0.42317469446316 45.01630080030837)
27287531,building_27287531,POINT(-0.424156494462811 45.01628780030842)
27287540,building_27287540,POINT(-0.423003377369981 45.016255839708876)
27287544,building_27287544,POINT(-0.425118107044951 45.015762464017)
27287545,building_27287545,POINT(-0.422671694463178 45.01815940030858)
