building_id,id,geom
12258750,building_12258750,POINT(-0.058309901914787 44.55797657365073)
12596239,building_12596239,POINT(-0.056828513749111 44.55323698969118)
22956200,building_22956200,POINT(-0.050240177907836 44.55051726406139)
54378352,building_54378352,POINT(-0.057661810208159 44.552064426664266)
12188514,building_12188514,POINT(-0.042412994635856 44.56650100023133)
12230652,building_12230652,POINT(-0.046733994634087 44.56955900023194)
12562300,building_12562300,POINT(-0.052885694633297 44.55333740023013)
27289388,building_27289388,POINT(-0.048748296794427 44.55718799373281)
28779083,building_28779083,POINT(-0.052037794633287 44.556992600230586)
