building_id,id,geom
6970693,building_6970693,POINT(-0.548104659337868 44.832922426335685)
6979762,building_6979762,POINT(-0.546748294434613 44.83595660029252)
7459766,building_7459766,POINT(-0.538557833366461 44.861778903545385)
7800632,building_7800632,POINT(-0.552378964283655 44.84541872753818)
7839505,building_7839505,POINT(-0.543843994434047 44.85453400029474)
8066506,building_8066506,POINT(-0.542640984969924 44.85294449163944)
8067511,building_8067511,POINT(-0.542500555223328 44.852904600034556)
8072432,building_8072432,POINT(-0.542080982372348 44.85311009671152)
8170161,building_8170161,POINT(-0.571083151406271 44.86804218600179)
8347322,building_8347322,POINT(-0.544415347852761 44.85144809230868)
8356760,building_8356760,POINT(-0.543021994434571 44.85186300029434)
8397184,building_8397184,POINT(-0.540804503071837 44.85218216435022)
8399697,building_8399697,POINT(-0.54160416317444 44.85169100585333)
8402823,building_8402823,POINT(-0.542024530427424 44.85143297468634)
8434650,building_8434650,POINT(-0.543375794434355 44.852906600294496)
8572391,building_8572391,POINT(-0.540813190708207 44.85168985617108)
8616266,building_8616266,POINT(-0.538096779022033 44.850300323293865)
8620352,building_8620352,POINT(-0.539085309540566 44.85042383628878)
8628405,building_8628405,POINT(-0.550945394429246 44.88079450029843)
8630093,building_8630093,POINT(-0.539496683126929 44.85249764975867)
8794826,building_8794826,POINT(-0.537918391358973 44.848491158828374)
9020825,building_9020825,POINT(-0.540757478338674 44.84950008707582)
9028595,building_9028595,POINT(-0.542345726508593 44.84921320060056)
9071000,building_9071000,POINT(-0.542361527436412 44.849822534288975)
9189293,building_9189293,POINT(-0.546069425302947 44.85068561037401)
9193348,building_9193348,POINT(-0.5469520944333 44.850323100294375)
9328970,building_9328970,POINT(-0.549895658344113 44.847592289484055)
9365595,building_9365595,POINT(-0.549374765044413 44.846926269155425)
9487848,building_9487848,POINT(-0.545842994433845 44.848608000294085)
9489255,building_9489255,POINT(-0.545600547971661 44.84875678568058)
9490151,building_9490151,POINT(-0.572442853681357 44.81929090390543)
9491918,building_9491918,POINT(-0.544443645420779 44.84890575817304)
9495324,building_9495324,POINT(-0.5440401608208 44.848423529053406)
9550222,building_9550222,POINT(-0.54212231073474 44.8466599009926)
9552409,building_9552409,POINT(-0.543742124798173 44.84664490285357)
9552886,building_9552886,POINT(-0.543924557713286 44.84664360157802)
9743912,building_9743912,POINT(-0.539407894436262 44.84721990029355)
9785834,building_9785834,POINT(-0.54685284667316 44.84511801609708)
9788911,building_9788911,POINT(-0.546681194433814 44.845488100293714)
9789187,building_9789187,POINT(-0.620084994406049 44.863156000299924)
9794061,building_9794061,POINT(-0.578458989207789 44.86136371069205)
9870880,building_9870880,POINT(-0.548539660934535 44.8448339863112)
9876880,building_9876880,POINT(-0.548924287203219 44.84473670705952)
9878514,building_9878514,POINT(-0.548389265915395 44.84474881684653)
9910091,building_9910091,POINT(-0.551895749724216 44.84489546484167)
9910482,building_9910482,POINT(-0.551761950751926 44.84497773133218)
9911442,building_9911442,POINT(-0.551118297880839 44.84456044684051)
9914725,building_9914725,POINT(-0.550629112060789 44.844185676131985)
9917013,building_9917013,POINT(-0.551157389263015 44.84534892400749)
9960905,building_9960905,POINT(-0.550023955461187 44.846045544125865)
9961374,building_9961374,POINT(-0.550115438139231 44.84598922427632)
9999476,building_9999476,POINT(-0.549069994432869 44.84657100029402)
9999787,building_9999787,POINT(-0.548833163086292 44.84677481673186)
10002219,building_10002219,POINT(-0.548230694522664 44.847144252882)
10002619,building_10002619,POINT(-0.548118481283572 44.84721304993433)
10078852,building_10078852,POINT(-0.558292814429772 44.844298020294204)
10080304,building_10080304,POINT(-0.558828017126619 44.84398896913158)
10085090,building_10085090,POINT(-0.544117454690852 44.83062738349645)
10090045,building_10090045,POINT(-0.556867575657073 44.844494094203874)
10090285,building_10090285,POINT(-0.559212094429458 44.844129600294245)
10168449,building_10168449,POINT(-0.586162994418341 44.86132300029786)
10244226,building_10244226,POINT(-0.557118248611993 44.845757442898226)
10247072,building_10247072,POINT(-0.55660340167472 44.84554882673527)
10247548,building_10247548,POINT(-0.55631459443036 44.8456688002943)
10321461,building_10321461,POINT(-0.564385956532802 44.844517775303565)
10324560,building_10324560,POINT(-0.563517150450681 44.84374227788673)
10442247,building_10442247,POINT(-0.555968091076475 44.843025367752716)
10442389,building_10442389,POINT(-0.555594498594914 44.843111924573655)
10442533,building_10442533,POINT(-0.555514818835672 44.84316098137242)
10442667,building_10442667,POINT(-0.555381094430884 44.843456600293926)
