building_id,id,geom
12618407,building_12618407,POINT(-0.04142437261876 45.01608281413153)
28780661,building_28780661,POINT(-0.039184126003825 45.01544633725678)
45778110,building_45778110,POINT(-0.031966668895807 45.01885424820306)
12654183,building_12654183,POINT(-0.029912994602557 45.01424300028731)
12657010,building_12657010,POINT(-0.029669371496243 45.01507555089109)
16548642,building_16548642,POINT(-0.032883827581568 45.01512057771508)
22409901,building_22409901,POINT(-0.032052519601686 45.015652725287595)
26061403,building_26061403,POINT(-0.043127511071385 45.01536712349725)
47799596,building_47799596,POINT(-0.038321994599571 45.0145660002878)
12506036,building_12506036,POINT(-0.030670194602191 45.01542560028749)
12512886,building_12512886,POINT(-0.032235121874226 45.01712010028779)
12514583,building_12514583,POINT(-0.036881232561941 45.01653493785724)
12673581,building_12673581,POINT(-0.027949003834524 45.00561160460977)
12676245,building_12676245,POINT(-0.037240378811029 45.008046821339605)
12678030,building_12678030,POINT(-0.033322034601277 45.015199490287614)
12678537,building_12678537,POINT(-0.035084222479171 45.015223333199565)
12680736,building_12680736,POINT(-0.040670091531754 45.015168544853054)
19755471,building_19755471,POINT(-0.034447994600868 45.01536100028769)
19755536,building_19755536,POINT(-0.034381040967996 45.01337825431805)
52464876,building_52464876,POINT(-0.04033219459797 45.0251682002892)
56262722,building_56262722,POINT(-0.031104374812952 45.0158981723167)
56963583,building_56963583,POINT(-0.031929194601765 45.01522236278752)
